ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
PAYX,2020-05-19,2019-08-05,"[12, 19, 32, 45, 49]","[8, 14, 25, 36, 42, 56, 65, 78, 84, 90, 95, 102, 107, 124, 132, 143, 156, 168, 176, 188, 197, 217, 225, 237, 245, 250]","['2020-06-05', '2020-06-16', '2020-07-06', '2020-07-23', '2020-07-29']","['2019-08-15', '2019-08-23', '2019-09-10', '2019-09-25', '2019-10-03', '2019-10-23', '2019-11-05', '2019-11-22', '2019-12-03', '2019-12-11', '2019-12-18', '2019-12-30', '2020-01-07', '2020-01-31', '2020-02-12', '2020-02-28', '2020-03-18', '2020-04-03', '2020-04-16', '2020-05-04', '2020-05-15', '2020-06-15', '2020-06-25', '2020-07-14', '2020-07-24', '2020-07-31']","[1.4400000000000002, 0.8, 0.4, 0.2, 0.2, 0.2, 0.2, 0.0]","[1.5115384615384615, 0.19230769230769232, 0.4230769230769231, 0.2692307692307692, 0.2692307692307692, 0.15384615384615385, 0.19230769230769232, 0.0]",37,38,2020-08-12,59,258,0.04221383080144635,74.12999725341797,F
PBCT,2020-06-16,2020-03-16,"[5, 12, 21, 27]","[7, 14, 22, 36, 42, 48, 63, 72, 80, 87, 98]","['2020-06-23', '2020-07-02', '2020-07-16', '2020-07-24']","['2020-03-25', '2020-04-03', '2020-04-16', '2020-05-06', '2020-05-14', '2020-05-22', '2020-06-15', '2020-06-26', '2020-07-09', '2020-07-20', '2020-08-04']","[2.15, 1.0, 0.75, 0.25, 0.25, 0.0, 0.25, 0.25]","[1.9818181818181815, 0.0, 0.5454545454545454, 0.09090909090909091, 0.45454545454545453, 0.2727272727272727, 0.2727272727272727, 0.0]",42,32,2020-08-12,40,104,0.009979962809530271,11.550000190734865,F
PBCTP,2020-06-04,2020-04-03,"[11, 42]","[21, 28, 49, 60, 69]","['2020-06-19', '2020-08-04']","['2020-05-05', '2020-05-14', '2020-06-15', '2020-06-30', '2020-07-14']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.38, 0.6, 0.6, 0.2, 0.6, 0.0, 0.2, 0.0]",34,33,2020-08-12,48,90,0.019800469026368242,26.75,F
PBFS,2020-05-18,2020-06-19,"[6, 14, 21, 40, 50]","[6, 14, 21, 30]","['2020-05-27', '2020-06-08', '2020-06-17', '2020-07-15', '2020-07-29']","['2020-06-29', '2020-07-10', '2020-07-21', '2020-08-03']","[1.82, 1.0, 0.4, 0.4, 0.4, 0.2, 0.0, 0.0]","[2.275, 1.0, 0.75, 0.25, 0.5, 0.0, 0.0, 0.0]",23,26,2020-08-12,60,37,0.013420272661158987,8.850000381469727,F
PBHC,2020-03-05,2020-07-17,"[18, 25, 55, 65, 71, 84, 103]","[9, 15]","['2020-03-31', '2020-04-09', '2020-05-22', '2020-06-08', '2020-06-16', '2020-07-06', '2020-07-31']","['2020-07-30', '2020-08-07']","[1.257142857142857, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.14285714285714285, 0.0, 0.14285714285714285, 0.14285714285714285]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",36,33,2020-08-12,111,18,0.01388639958232794,9.90999984741211,F
PBIO,2019-05-06,2020-07-01,"[18, 30, 35, 40, 63, 88, 96, 107, 121, 155, 161, 182, 186, 190, 197, 205, 238, 252, 258, 278, 291, 307, 317]","[11, 21]","['2019-05-31', '2019-06-18', '2019-06-25', '2019-07-02', '2019-08-05', '2019-09-10', '2019-09-20', '2019-10-07', '2019-10-25', '2019-12-13', '2019-12-23', '2020-01-24', '2020-01-30', '2020-02-05', '2020-02-14', '2020-02-27', '2020-04-15', '2020-05-05', '2020-05-13', '2020-06-11', '2020-06-30', '2020-07-23', '2020-08-06']","['2020-07-17', '2020-07-31']","[1.2652173913043478, 0.08695652173913043, 0.34782608695652173, 0.2608695652173913, 0.2608695652173913, 0.13043478260869565, 0.08695652173913043, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",31,32,2020-08-12,321,29,0.005120506558713318,2.0,F
PBIP,2020-06-16,2020-06-26,"[5, 21, 27]","[8, 15, 24, 28]","['2020-06-23', '2020-07-16', '2020-07-24']","['2020-07-09', '2020-07-20', '2020-07-31', '2020-08-06']","[2.0666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.875, 1.0, 0.5, 0.25, 0.25, 0.5, 0.25, 0.0]",38,39,2020-08-12,40,32,0.0206639945272673,12.100000381469727,F
PBPB,2020-06-08,2020-02-11,"[15, 37, 42]","[12, 25, 35, 53, 59, 72, 84, 106, 122]","['2020-06-29', '2020-07-30', '2020-08-06']","['2020-02-28', '2020-03-18', '2020-04-01', '2020-04-28', '2020-05-06', '2020-05-26', '2020-06-11', '2020-07-14', '2020-08-05']","[1.833333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.3666666666666665, 0.0, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.3333333333333333, 0.0]",36,35,2020-08-12,46,127,0.011496218730479128,4.050000190734863,F
PBTS,2019-12-10,2020-07-02,"[5, 22, 27, 32, 60, 72, 87, 91, 100, 105, 110, 115, 120, 124, 134, 144, 153, 164]","[7, 15, 21]","['2019-12-17', '2020-01-13', '2020-01-21', '2020-01-28', '2020-03-09', '2020-03-25', '2020-04-16', '2020-04-22', '2020-05-05', '2020-05-12', '2020-05-19', '2020-05-27', '2020-06-03', '2020-06-09', '2020-06-23', '2020-07-08', '2020-07-21', '2020-08-05']","['2020-07-14', '2020-07-24', '2020-08-03']","[1.3666666666666663, 0.1111111111111111, 0.4444444444444444, 0.3888888888888889, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.05555555555555555]","[2.5666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]",32,33,2020-08-12,169,28,0.008561610038454195,2.900000095367432,F
PBYI,2020-07-07,2020-06-29,"[4, 10, 21]","[12, 18, 28]","['2020-07-13', '2020-07-21', '2020-08-05']","['2020-07-16', '2020-07-24', '2020-08-07']","[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.9999999999999998, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",35,39,2020-08-12,26,31,0.019932237632998624,9.920000076293944,F
PCAR,2020-07-06,2020-05-22,[14],"[15, 23, 32, 48]",['2020-07-24'],"['2020-06-15', '2020-06-25', '2020-07-09', '2020-07-31']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.375, 1.0, 0.5, 0.25, 0.0, 0.5, 0.25, 0.0]",45,40,2020-08-12,27,56,0.0452012730522862,90.33000183105469,F
PCB,2020-06-08,2020-05-14,"[7, 18, 26, 30, 36]","[21, 28, 38, 45, 56]","['2020-06-17', '2020-07-02', '2020-07-15', '2020-07-21', '2020-07-29']","['2020-06-15', '2020-06-24', '2020-07-09', '2020-07-20', '2020-08-04']","[1.66, 1.0, 0.6, 0.2, 0.2, 0.0, 0.2, 0.0]","[2.04, 0.8, 0.4, 0.2, 0.6, 0.2, 0.0, 0.0]",42,41,2020-08-12,46,62,0.009794080372606496,9.899999618530273,F
PCH,2020-06-08,2020-06-26,"[12, 18, 36]","[6, 24]","['2020-06-24', '2020-07-02', '2020-07-29']","['2020-07-07', '2020-07-31']","[2.0666666666666664, 1.0, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0]","[2.05, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0]",41,38,2020-08-12,46,32,0.029843302768760956,45.56000137329102,F
PCOM,2020-05-01,2020-04-23,"[25, 42, 55]","[15, 21, 39, 46, 65, 70]","['2020-06-08', '2020-07-01', '2020-07-21']","['2020-05-14', '2020-05-22', '2020-06-18', '2020-06-29', '2020-07-27', '2020-08-03']","[1.8333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.7833333333333332, 0.8333333333333334, 0.5, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0]",37,32,2020-08-12,71,77,0.014748867253308347,10.779999732971193,F
PCRX,2020-02-11,2020-06-26,"[5, 27, 54, 63, 72, 80, 88, 92, 105]","[11, 21]","['2020-02-19', '2020-03-20', '2020-04-29', '2020-05-12', '2020-05-26', '2020-06-05', '2020-06-17', '2020-06-23', '2020-07-13']","['2020-07-14', '2020-07-28']","[1.6111111111111112, 0.0, 0.5555555555555556, 0.3333333333333333, 0.2222222222222222, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",41,40,2020-08-12,127,32,0.0651888240211487,61.22000122070313,F
PCSB,2020-06-16,2020-06-26,"[12, 20]","[8, 15, 24]","['2020-07-02', '2020-07-15']","['2020-07-09', '2020-07-20', '2020-07-31']","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]","[1.7666666666666666, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]",39,40,2020-08-12,40,32,0.014945626016253537,13.31999969482422,F
PCTI,2020-07-06,2020-01-10,[18],"[10, 15, 33, 42, 47, 58, 65, 84, 93, 105, 110, 116]",['2020-07-30'],"['2020-01-27', '2020-02-03', '2020-02-28', '2020-03-12', '2020-03-19', '2020-04-03', '2020-04-15', '2020-05-12', '2020-05-26', '2020-06-11', '2020-06-18', '2020-06-26']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.5083333333333333, 0.16666666666666666, 0.5, 0.4166666666666667, 0.25, 0.0, 0.08333333333333333, 0.0]",37,33,2020-08-12,27,148,0.008613265692598156,6.429999828338622,F
PCTY,2020-07-02,2019-12-03,"[12, 24]","[7, 18, 36, 43, 59, 72, 84, 95, 112, 118, 133, 143, 153, 161, 165]","['2020-07-21', '2020-08-06']","['2019-12-12', '2019-12-30', '2020-01-27', '2020-02-05', '2020-02-28', '2020-03-18', '2020-04-03', '2020-04-21', '2020-05-14', '2020-05-22', '2020-06-15', '2020-06-29', '2020-07-14', '2020-07-24', '2020-07-30']","[2.55, 1.0, 1.0, 0.0, 0.0, 0.5, 1.0, 0.0]","[1.5066666666666666, 0.13333333333333333, 0.4, 0.13333333333333333, 0.3333333333333333, 0.13333333333333333, 0.2, 0.0]",37,38,2020-08-12,28,174,0.10469378781395401,127.0999984741211,F
PCYG,2020-06-25,2020-06-04,[28],"[24, 35]",['2020-08-05'],"['2020-07-09', '2020-07-24']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.8, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]",33,37,2020-08-12,33,48,0.010158916729898704,5.239999771118164,F
PCYO,2020-06-16,2020-07-09,"[14, 22, 30]",[12],"['2020-07-07', '2020-07-17', '2020-07-29']",['2020-07-27'],"[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",39,35,2020-08-12,40,24,0.006304498829011515,9.890000343322754,F
PDBC,2020-05-11,2020-05-22,"[21, 30, 41, 45, 60]","[15, 24, 35, 39, 47]","['2020-06-10', '2020-06-23', '2020-07-09', '2020-07-15', '2020-08-05']","['2020-06-15', '2020-06-26', '2020-07-14', '2020-07-20', '2020-07-30']","[2.18, 1.0, 0.8, 0.6, 0.2, 0.0, 0.2, 0.0]","[1.86, 1.0, 0.6, 0.4, 0.2, 0.2, 0.2, 0.0]",36,40,2020-08-12,65,56,0.004403220042093625,13.789999961853027,F
PDCE,2020-05-26,2020-07-10,"[9, 15, 28, 42]",[14],"['2020-06-08', '2020-06-16', '2020-07-06', '2020-07-24']",['2020-07-30'],"[2.275, 1.0, 0.75, 0.25, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",38,36,2020-08-12,55,23,0.024133389648260967,16.280000686645508,F
PDCO,2019-03-01,2019-12-03,"[15, 25, 48, 56, 81, 105, 120, 126, 136, 148, 162, 175, 188, 195, 236, 250, 268, 282, 286, 294, 320, 335, 352, 360]","[9, 17, 21, 40, 55, 72, 84, 92, 112, 131, 165]","['2019-03-22', '2019-04-05', '2019-05-09', '2019-05-21', '2019-06-26', '2019-07-31', '2019-08-21', '2019-08-29', '2019-09-13', '2019-10-01', '2019-10-21', '2019-11-07', '2019-11-26', '2019-12-06', '2020-02-06', '2020-02-27', '2020-03-24', '2020-04-14', '2020-04-20', '2020-04-30', '2020-06-08', '2020-06-29', '2020-07-23', '2020-08-04']","['2019-12-16', '2019-12-27', '2020-01-03', '2020-01-31', '2020-02-24', '2020-03-18', '2020-04-03', '2020-04-16', '2020-05-14', '2020-06-11', '2020-07-30']","[1.4791666666666665, 0.041666666666666664, 0.4583333333333333, 0.4166666666666667, 0.20833333333333334, 0.2916666666666667, 0.125, 0.0]","[1.5909090909090908, 0.0, 0.45454545454545453, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.18181818181818182, 0.09090909090909091]",29,32,2020-08-12,366,174,0.02348209056972391,27.059999465942386,F
PDD,2020-06-19,2019-06-25,"[10, 15, 21, 32]","[12, 28, 66, 73, 81, 90, 104, 111, 120, 126, 131, 140, 153, 157, 168, 182, 191, 195, 215, 229, 233, 265, 273]","['2020-07-06', '2020-07-13', '2020-07-21', '2020-08-05']","['2019-07-12', '2019-08-05', '2019-09-27', '2019-10-08', '2019-10-18', '2019-10-31', '2019-11-20', '2019-12-02', '2019-12-13', '2019-12-23', '2019-12-31', '2020-01-14', '2020-02-03', '2020-02-07', '2020-02-25', '2020-03-16', '2020-03-27', '2020-04-02', '2020-05-01', '2020-05-21', '2020-05-28', '2020-07-14', '2020-07-24']","[1.7249999999999999, 1.0, 0.5, 0.5, 0.25, 0.25, 0.0, 0.0]","[1.4782608695652173, 0.043478260869565216, 0.4782608695652174, 0.2608695652173913, 0.2608695652173913, 0.13043478260869565, 0.13043478260869565, 0.043478260869565216]",39,34,2020-08-12,37,286,0.09996035792943156,90.11000061035156,F
PDEV,2020-05-06,2019-10-03,[40],"[114, 208]",['2020-07-02'],"['2020-03-18', '2020-07-31']","[1.2, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[0.85, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]",4,3,2020-08-12,68,216,0.016410416152995468,25.270000457763672,F
PDEX,2020-07-24,2020-04-02,[7],"[13, 23, 28, 48, 57, 66, 84]",['2020-08-04'],"['2020-04-22', '2020-05-06', '2020-05-13', '2020-06-11', '2020-06-24', '2020-07-08', '2020-08-03']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.8, 0.7142857142857143, 0.5714285714285714, 0.0, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285]",34,38,2020-08-12,13,91,0.02767889924692364,21.700000762939453,F
PDFS,2020-06-17,2020-05-14,"[12, 17, 25, 35]","[6, 12, 21, 29, 39, 44, 49]","['2020-07-06', '2020-07-13', '2020-07-23', '2020-08-06']","['2020-05-22', '2020-06-02', '2020-06-15', '2020-06-25', '2020-07-10', '2020-07-17', '2020-07-24']","[1.6, 1.0, 0.25, 0.5, 0.25, 0.0, 0.25, 0.0]","[1.5428571428571427, 0.7142857142857143, 0.5714285714285714, 0.0, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0]",38,36,2020-08-12,39,62,0.04143176880200007,22.01000022888184,F
PDLB,2019-10-28,2020-04-16,"[21, 28, 45, 71, 80, 84, 88, 103, 111, 119, 127, 152, 162, 171, 179, 189]","[4, 21, 28, 39, 50, 60, 78]","['2019-11-26', '2019-12-06', '2020-01-02', '2020-02-10', '2020-02-24', '2020-02-28', '2020-03-05', '2020-03-26', '2020-04-07', '2020-04-20', '2020-04-30', '2020-06-05', '2020-06-19', '2020-07-02', '2020-07-15', '2020-07-29']","['2020-04-22', '2020-05-15', '2020-05-27', '2020-06-11', '2020-06-26', '2020-07-13', '2020-08-06']","[1.35625, 0.0, 0.4375, 0.125, 0.3125, 0.1875, 0.0625, 0.0]","[1.7714285714285711, 0.8571428571428571, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0]",31,38,2020-08-12,199,82,0.014765725658788309,9.43000030517578,F
PDLI,2020-05-12,2020-06-12,"[9, 17, 35, 60]","[21, 30, 39]","['2020-05-26', '2020-06-05', '2020-07-01', '2020-08-06']","['2020-07-14', '2020-07-27', '2020-08-07']","[1.9, 1.0, 0.5, 0.5, 0.25, 0.0, 0.25, 0.0]","[2.3, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",33,28,2020-08-12,64,42,0.004294878223954337,3.309999942779541,F
PDSB,2020-01-07,2020-05-13,"[12, 21, 40, 57, 69, 75, 87, 106, 112, 120, 125, 135, 139, 145]","[20, 30, 36, 42]","['2020-01-24', '2020-02-06', '2020-03-05', '2020-03-30', '2020-04-16', '2020-04-24', '2020-05-12', '2020-06-09', '2020-06-17', '2020-06-29', '2020-07-07', '2020-07-21', '2020-07-27', '2020-08-04']","['2020-06-11', '2020-06-25', '2020-07-06', '2020-07-14']","[1.4928571428571427, 0.07142857142857142, 0.5714285714285714, 0.42857142857142855, 0.14285714285714285, 0.21428571428571427, 0.14285714285714285, 0.0]","[2.1999999999999997, 1.0, 0.75, 0.5, 0.25, 0.0, 0.25, 0.0]",38,37,2020-08-12,151,63,0.01794657364017595,2.940000057220459,F
PEBK,2020-03-20,2020-05-22,"[14, 27, 47, 54, 64, 72, 80, 84]","[8, 14, 25, 35, 39, 45, 50]","['2020-04-09', '2020-04-29', '2020-05-28', '2020-06-08', '2020-06-22', '2020-07-02', '2020-07-15', '2020-07-21']","['2020-06-04', '2020-06-12', '2020-06-29', '2020-07-14', '2020-07-20', '2020-07-28', '2020-08-04']","[1.725, 0.875, 0.5, 0.125, 0.25, 0.375, 0.25, 0.0]","[1.5571428571428572, 1.0, 0.2857142857142857, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.0]",40,47,2020-08-12,100,56,0.02842947172295737,17.149999618530273,F
PEBO,2020-05-11,2020-07-09,"[12, 19, 25, 30, 35, 45, 49, 55]","[7, 18]","['2020-05-28', '2020-06-08', '2020-06-16', '2020-06-23', '2020-06-30', '2020-07-15', '2020-07-21', '2020-07-29']","['2020-07-20', '2020-08-04']","[1.725, 0.75, 0.375, 0.625, 0.25, 0.0, 0.125, 0.125]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",43,37,2020-08-12,65,24,0.024417692590461414,22.40999984741211,F
PECK,2020-07-10,2020-06-15,"[5, 14]","[11, 20, 24, 28, 33]","['2020-07-17', '2020-07-30']","['2020-06-30', '2020-07-14', '2020-07-20', '2020-07-24', '2020-07-31']","[1.8, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5]","[1.48, 1.0, 0.4, 0.2, 0.2, 0.2, 0.2, 0.0]",30,36,2020-08-12,23,41,0.020221409389979426,3.7799999713897705,F
PEER,2020-05-19,2020-04-02,[48],"[25, 34, 40, 72, 77]",['2020-07-28'],"['2020-05-08', '2020-05-21', '2020-06-01', '2020-07-16', '2020-07-23']","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.5400000000000003, 1.0, 0.2, 0.4, 0.2, 0.4, 0.2, 0.2]",26,21,2020-08-12,59,91,0.011401611185446402,1.5,F
PEGA,2020-07-23,2020-03-16,[7],"[14, 25, 42, 63, 71, 83, 91]",['2020-08-03'],"['2020-04-03', '2020-04-21', '2020-05-14', '2020-06-15', '2020-06-25', '2020-07-14', '2020-07-24']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.7285714285714284, 0.7142857142857143, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.0, 0.0, 0.0]",37,35,2020-08-12,14,104,0.08497562389379151,115.0,F
PEIX,2020-05-13,2020-04-02,"[6, 14, 36, 55]","[21, 38, 48, 60, 85]","['2020-05-21', '2020-06-03', '2020-07-06', '2020-07-31']","['2020-05-04', '2020-05-28', '2020-06-11', '2020-06-29', '2020-08-04']","[1.8, 0.75, 0.5, 0.25, 0.25, 0.0, 0.25, 0.25]","[2.06, 1.0, 0.6, 0.4, 0.2, 0.2, 0.4, 0.0]",30,26,2020-08-12,63,91,0.01806732141698469,4.059999942779541,F
PENN,2020-05-11,2020-07-14,"[12, 18, 25, 30, 36, 50, 55]","[9, 14]","['2020-05-28', '2020-06-05', '2020-06-16', '2020-06-23', '2020-07-01', '2020-07-22', '2020-07-29']","['2020-07-27', '2020-08-03']","[1.614285714285714, 0.8571428571428571, 0.5714285714285714, 0.5714285714285714, 0.0, 0.0, 0.2857142857142857, 0.14285714285714285]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",38,35,2020-08-12,65,21,0.08758475461348024,49.7599983215332,F
PEP,2020-03-30,2020-07-10,"[10, 20, 34, 45, 50, 57, 72, 84, 89]","[6, 15]","['2020-04-14', '2020-04-28', '2020-05-18', '2020-06-03', '2020-06-10', '2020-06-19', '2020-07-13', '2020-07-29', '2020-08-05']","['2020-07-20', '2020-07-31']","[1.4333333333333331, 0.0, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",43,43,2020-08-12,94,23,0.055043431736284364,137.80000305175778,F
PERI,2020-06-23,2020-07-14,"[9, 14, 20, 24, 30]",[12],"['2020-07-07', '2020-07-14', '2020-07-22', '2020-07-28', '2020-08-05']",['2020-07-30'],"[1.86, 1.0, 0.6, 0.4, 0.2, 0.2, 0.2, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",37,36,2020-08-12,35,21,0.009583041306348263,5.619999885559082,F
PESI,2020-05-20,2020-05-21,"[5, 15, 21]","[9, 15, 26, 35, 48, 54]","['2020-05-28', '2020-06-11', '2020-06-19']","['2020-06-04', '2020-06-12', '2020-06-29', '2020-07-13', '2020-07-30', '2020-08-07']","[2.3, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.7833333333333334, 1.0, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0]",39,40,2020-08-12,58,57,0.008223259562626845,6.8499999046325675,F
PETQ,2020-06-17,2020-01-31,"[12, 21, 25, 35]","[35, 39, 43, 52, 63, 72, 84, 93, 98, 109, 121, 125]","['2020-07-06', '2020-07-17', '2020-07-23', '2020-08-06']","['2020-03-23', '2020-03-27', '2020-04-02', '2020-04-16', '2020-05-01', '2020-05-14', '2020-06-02', '2020-06-15', '2020-06-22', '2020-07-08', '2020-07-24', '2020-07-30']","[2.4, 1.0, 0.5, 0.5, 0.5, 0.0, 0.25, 0.0]","[1.4749999999999999, 0.0, 0.4166666666666667, 0.16666666666666666, 0.3333333333333333, 0.08333333333333333, 0.16666666666666666, 0.0]",43,39,2020-08-12,39,134,0.04980987599622981,29.60000038146973,F
PETS,2020-06-09,2020-07-14,"[5, 10, 21, 27, 38]","[9, 15]","['2020-06-16', '2020-06-23', '2020-07-09', '2020-07-17', '2020-08-03']","['2020-07-27', '2020-08-04']","[1.46, 1.0, 0.4, 0.4, 0.2, 0.0, 0.0, 0.2]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",45,41,2020-08-12,45,21,0.06715846506186568,32.130001068115234,F
PETZ,2020-07-15,2019-12-11,[15],"[12, 28, 35, 54, 64, 70, 77, 86, 96, 108, 112, 119, 146, 156]",['2020-08-05'],"['2019-12-30', '2020-01-23', '2020-02-03', '2020-03-02', '2020-03-16', '2020-03-24', '2020-04-02', '2020-04-16', '2020-04-30', '2020-05-18', '2020-05-22', '2020-06-03', '2020-07-13', '2020-07-27']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.75, 0.07142857142857142, 0.35714285714285715, 0.14285714285714285, 0.42857142857142855, 0.21428571428571427, 0.2857142857142857, 0.0]",36,36,2020-08-12,20,168,0.0064752088129203115,1.3650000095367432,F
PEY,2020-06-16,2020-05-14,"[13, 21, 27]","[21, 30, 38, 45, 54]","['2020-07-06', '2020-07-16', '2020-07-24']","['2020-06-15', '2020-06-26', '2020-07-09', '2020-07-20', '2020-07-31']","[1.8333333333333333, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.8399999999999999, 1.0, 0.8, 0.4, 0.2, 0.0, 0.0, 0.0]",36,32,2020-08-12,40,62,0.00814098510993449,15.369999885559082,F
PEZ,2020-06-23,2020-06-24,"[13, 21, 32]","[13, 21]","['2020-07-13', '2020-07-23', '2020-08-07']","['2020-07-14', '2020-07-24']","[1.5333333333333334, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]",37,33,2020-08-12,35,34,0.04325265885016729,60.52000045776367,F
PFBC,2020-06-30,2020-05-14,[14],"[21, 30, 38, 56]",['2020-07-21'],"['2020-06-15', '2020-06-26', '2020-07-09', '2020-08-04']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.0, 0.75, 0.5, 0.25, 0.5, 0.25, 0.0, 0.0]",35,32,2020-08-12,30,62,0.044561363495791775,40.68999862670898,F
PFBI,2019-11-26,2020-07-10,"[13, 35, 45, 56, 60, 82, 92, 105, 124, 140, 150, 156]","[9, 15]","['2019-12-16', '2020-01-17', '2020-02-03', '2020-02-19', '2020-02-25', '2020-03-26', '2020-04-09', '2020-04-29', '2020-05-27', '2020-06-18', '2020-07-02', '2020-07-13']","['2020-07-23', '2020-07-31']","[1.7833333333333332, 0.16666666666666666, 0.4166666666666667, 0.5, 0.3333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",32,34,2020-08-12,178,23,0.017153417077587257,12.649999618530273,F
PFC,2019-12-31,2020-06-26,"[14, 23, 106, 117]","[8, 21]","['2020-01-22', '2020-02-04', '2020-06-30', '2020-07-16']","['2020-07-09', '2020-07-28']","[0.9, 0.5, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0]","[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]",5,8,2020-08-12,136,32,0.4581453946426906,20.670000076293945,F
PFF,2020-04-09,2020-07-14,"[14, 40, 49, 78]",[15],"['2020-04-30', '2020-06-08', '2020-06-19', '2020-07-31']",['2020-08-04'],"[1.65, 0.5, 0.25, 0.25, 0.5, 0.25, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",29,35,2020-08-12,86,21,0.006226806699654813,36.400001525878906,F
