,ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
669,MHLD,2020-03-30,2020-04-22,"[12, 21, 35, 41, 48, 54, 68, 88]","[30, 35, 42, 57]","['2020-04-16', '2020-04-29', '2020-05-19', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-07', '2020-08-04']","['2020-06-04', '2020-06-11', '2020-06-22', '2020-07-14']","[1.6875, 0.875, 0.5, 0.125, 0.25, 0.25, 0.25, 0.0]","[2.4499999999999997, 1.0, 0.75, 0.5, 0.5, 0.0, 0.0, 0.0]",30,21,2020-08-12,94,78,0.002462608317049534,1.600000023841858,T
674,MIND,2020-05-26,2020-06-10,"[9, 14, 35, 42, 51]","[16, 30, 36]","['2020-06-08', '2020-06-15', '2020-07-15', '2020-07-24', '2020-08-06']","['2020-07-02', '2020-07-23', '2020-07-31']","[2.26, 1.0, 0.6, 0.2, 0.6, 0.0, 0.0, 0.0]","[1.6666666666666667, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]",29,37,2020-08-12,55,44,0.007020587749078033,2.190000057220459,F
680,MITO,2020-07-23,2020-07-17,[7],[14],['2020-08-03'],['2020-08-06'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",31,31,2020-08-12,14,18,0.006645272828255606,1.7999999523162842,F
682,MKD,2020-05-19,2020-06-15,"[12, 20, 29, 42]","[10, 14]","['2020-06-05', '2020-06-17', '2020-06-30', '2020-07-20']","['2020-06-29', '2020-07-06']","[1.725, 1.0, 0.5, 0.25, 0.25, 0.0, 0.25, 0.0]","[1.55, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]",12,14,2020-08-12,59,41,0.011231634458523631,1.5800000429153442,F
683,MKGI,2020-06-22,2020-04-16,"[7, 12, 20, 29]","[21, 39, 50, 72]","['2020-07-01', '2020-07-09', '2020-07-21', '2020-08-03']","['2020-05-15', '2020-06-11', '2020-06-26', '2020-07-29']","[1.425, 1.0, 0.25, 0.25, 0.25, 0.0, 0.25, 0.0]","[2.0999999999999996, 1.0, 0.75, 0.25, 0.25, 0.25, 0.25, 0.0]",40,32,2020-08-12,36,82,0.008886233318977541,2.190000057220459,F
689,MLND,2020-03-04,2020-06-03,"[14, 27, 41, 55, 60, 66, 73, 98]","[7, 24, 28, 39]","['2020-03-24', '2020-04-13', '2020-05-01', '2020-05-21', '2020-05-29', '2020-06-08', '2020-06-17', '2020-07-23']","['2020-06-12', '2020-07-08', '2020-07-14', '2020-07-29']","[1.4124999999999999, 0.5, 0.375, 0.25, 0.25, 0.0, 0.125, 0.125]","[2.125, 1.0, 0.5, 0.0, 0.5, 0.25, 0.25, 0.0]",38,33,2020-08-12,112,49,0.005878819117121575,1.850000023841858,F
692,MMLP,2020-07-16,2020-06-30,"[7, 15]","[6, 24]","['2020-07-27', '2020-08-06']","['2020-07-09', '2020-08-04']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.05, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0]",33,33,2020-08-12,19,30,0.006739455119513385,1.8400000333786009,F
697,MNDO,2020-06-26,2020-06-04,"[4, 14]","[14, 18, 24]","['2020-07-02', '2020-07-17']","['2020-06-24', '2020-06-30', '2020-07-09']","[1.2, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.1, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",9,20,2020-08-12,32,48,0.001930584993992943,2.2799999713897705,T
698,MNKD,2020-03-06,2020-06-12,"[7, 28, 36, 57, 75, 105]","[13, 21, 35, 39]","['2020-03-17', '2020-04-16', '2020-04-28', '2020-05-28', '2020-06-23', '2020-08-05']","['2020-07-01', '2020-07-14', '2020-08-03', '2020-08-07']","[2.333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666, 0.0]","[2.1, 1.0, 0.5, 0.25, 0.5, 0.0, 0.0, 0.25]",32,33,2020-08-12,110,42,0.0039625506628574465,1.6299999952316284,F
699,MNLO,2020-05-07,2020-06-11,"[15, 30, 49, 62]","[22, 30, 35, 39]","['2020-05-29', '2020-06-19', '2020-07-17', '2020-08-05']","['2020-07-14', '2020-07-24', '2020-07-31', '2020-08-06']","[1.5499999999999998, 0.5, 0.5, 0.5, 0.25, 0.0, 0.0, 0.0]","[1.65, 1.0, 0.5, 0.5, 0.25, 0.0, 0.0, 0.0]",35,35,2020-08-12,67,43,0.003795750155090962,1.5900000333786009,F
709,MOGO,2020-05-26,2020-05-29,"[11, 28, 35, 42, 51]","[9, 21, 31]","['2020-06-10', '2020-07-06', '2020-07-15', '2020-07-24', '2020-08-06']","['2020-06-11', '2020-06-29', '2020-07-14']","[2.02, 1.0, 0.4, 0.2, 0.6, 0.0, 0.0, 0.0]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",37,34,2020-08-12,55,52,0.008354195633033712,1.940000057220459,F
714,MOSY,2020-06-09,2020-06-25,"[7, 14, 25, 33, 39]","[5, 24]","['2020-06-18', '2020-06-29', '2020-07-15', '2020-07-27', '2020-08-04']","['2020-07-02', '2020-07-30']","[1.62, 1.0, 0.4, 0.2, 0.4, 0.0, 0.0, 0.0]","[2.05, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5]",32,28,2020-08-12,45,33,0.005003685421700376,1.6799999475479126,F
715,MOTS,2020-07-06,2020-06-04,"[15, 20]","[7, 16, 26, 35]","['2020-07-27', '2020-08-03']","['2020-06-15', '2020-06-26', '2020-07-13', '2020-07-24']","[1.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.45, 1.0, 0.0, 0.25, 0.5, 0.25, 0.0, 0.0]",37,38,2020-08-12,27,48,0.003591099824373101,1.0399999618530271,F
716,MOXC,2020-05-20,2020-05-06,"[9, 14, 21, 36, 41, 51]","[7, 17, 27, 60]","['2020-06-03', '2020-06-10', '2020-06-19', '2020-07-13', '2020-07-20', '2020-08-03']","['2020-05-15', '2020-06-01', '2020-06-15', '2020-07-31']","[1.8333333333333333, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]","[1.725, 1.0, 0.5, 0.25, 0.25, 0.0, 0.25, 0.0]",43,35,2020-08-12,58,68,0.01143239132449594,1.7699999809265137,F
724,MREO,2020-07-23,2020-06-30,[7],[21],['2020-08-03'],['2020-07-30'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",33,26,2020-08-12,14,30,0.008326401802179435,2.759999990463257,F
725,MRIN,2020-02-07,2020-02-27,"[36, 40, 45, 56, 91, 109, 120]","[12, 24, 30, 37, 48, 56, 60, 68, 85, 90, 100, 108]","['2020-03-31', '2020-04-06', '2020-04-14', '2020-04-29', '2020-06-18', '2020-07-15', '2020-07-30']","['2020-03-16', '2020-04-01', '2020-04-09', '2020-04-21', '2020-05-06', '2020-05-18', '2020-05-22', '2020-06-04', '2020-06-29', '2020-07-07', '2020-07-21', '2020-07-31']","[1.9428571428571426, 0.7142857142857143, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.0]","[1.6833333333333336, 0.16666666666666666, 0.5833333333333334, 0.4166666666666667, 0.08333333333333333, 0.25, 0.4166666666666667, 0.0]",27,37,2020-08-12,129,116,0.0055478117248186215,1.5199999809265137,F
726,MRKR,2020-07-02,2020-06-25,"[13, 24]","[12, 25]","['2020-07-22', '2020-08-06']","['2020-07-14', '2020-07-31']","[1.7000000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5]","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]",38,27,2020-08-12,28,33,0.0039851957501604324,1.8899999856948853,F
729,MRNS,2019-10-07,2020-03-16,"[15, 42, 46, 55, 63, 70, 81, 85, 93, 103, 114, 121, 130, 140, 159, 168, 174, 179, 185, 205, 210]","[14, 24, 34, 54, 63, 68, 85, 94]","['2019-10-28', '2019-12-05', '2019-12-11', '2019-12-24', '2020-01-07', '2020-01-16', '2020-02-03', '2020-02-07', '2020-02-20', '2020-03-05', '2020-03-20', '2020-03-31', '2020-04-14', '2020-04-28', '2020-05-26', '2020-06-08', '2020-06-16', '2020-06-23', '2020-07-01', '2020-07-30', '2020-08-06']","['2020-04-03', '2020-04-20', '2020-05-04', '2020-06-02', '2020-06-15', '2020-06-22', '2020-07-16', '2020-07-29']","[1.538095238095238, 0.047619047619047616, 0.47619047619047616, 0.42857142857142855, 0.2857142857142857, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616]","[1.4125, 0.75, 0.375, 0.125, 0.25, 0.125, 0.125, 0.125]",40,34,2020-08-12,214,104,0.006527450789939612,1.7699999809265137,F
744,MTC,2020-03-31,2020-05-19,"[5, 12, 27, 38, 48, 60, 66, 79]","[28, 39]","['2020-04-07', '2020-04-17', '2020-05-08', '2020-05-26', '2020-06-09', '2020-06-25', '2020-07-06', '2020-07-23']","['2020-06-29', '2020-07-15']","[1.55, 0.75, 0.625, 0.25, 0.0, 0.125, 0.375, 0.125]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",35,32,2020-08-12,93,59,0.01300553896737838,1.2899999618530271,F
753,MTSL,2020-06-11,2020-03-09,"[7, 14, 24, 37]","[24, 40, 62, 77, 84, 88, 93]","['2020-06-22', '2020-07-01', '2020-07-16', '2020-08-04']","['2020-04-13', '2020-05-05', '2020-06-05', '2020-06-26', '2020-07-08', '2020-07-14', '2020-07-21']","[1.775, 0.75, 0.25, 0.0, 0.5, 0.25, 0.25, 0.0]","[1.6857142857142855, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.0]",33,29,2020-08-12,43,109,0.005406092972593336,1.4500000476837158,F
756,MVIS,2020-04-14,2020-06-01,"[7, 15, 20, 25, 48, 56, 66, 79]","[6, 17, 36, 42]","['2020-04-23', '2020-05-05', '2020-05-12', '2020-05-19', '2020-06-22', '2020-07-02', '2020-07-17', '2020-08-05']","['2020-06-09', '2020-06-24', '2020-07-22', '2020-07-30']","[1.5374999999999999, 0.625, 0.375, 0.375, 0.25, 0.25, 0.125, 0.0]","[1.8499999999999999, 1.0, 0.75, 0.0, 0.25, 0.0, 0.25, 0.0]",28,29,2020-08-12,84,51,0.013289503786365295,1.4199999570846558,F
762,MYOS,2020-07-01,2020-06-30,"[15, 24]","[9, 21]","['2020-07-23', '2020-08-05']","['2020-07-14', '2020-07-30']","[2.4, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",38,40,2020-08-12,29,30,0.014098831122543056,1.5399999618530271,F
764,MYSZ,2020-07-20,2020-05-07,[7],"[5, 15, 24, 53]",['2020-07-29'],"['2020-05-14', '2020-05-29', '2020-06-11', '2020-07-23']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.5999999999999999, 1.0, 0.5, 0.5, 0.0, 0.25, 0.25, 0.25]",37,28,2020-08-12,17,67,0.005170576643166982,1.2699999809265137,F
765,MYT,2020-06-24,2020-06-04,"[12, 24, 30]","[21, 35, 41]","['2020-07-13', '2020-07-29', '2020-08-06']","['2020-07-06', '2020-07-24', '2020-08-03']","[2.4, 1.0, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0]","[2.1666666666666665, 1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]",35,35,2020-08-12,34,48,0.004716264912709001,0.4169999957084656,F
767,NAKD,2020-06-29,2020-03-23,"[12, 20]","[16, 35, 39, 48, 70, 79]","['2020-07-16', '2020-07-28']","['2020-04-15', '2020-05-12', '2020-05-18', '2020-06-01', '2020-07-01', '2020-07-15']","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]","[1.7, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0]",39,34,2020-08-12,31,99,0.004355654502770257,0.3612000048160553,F
768,NAOV,2020-07-07,2020-07-14,"[8, 21]",[12],"['2020-07-17', '2020-08-05']",['2020-07-30'],"[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",42,40,2020-08-12,26,21,0.007327254372261119,1.4800000190734863,F
775,NBEV,2020-05-08,2020-06-11,"[21, 40, 50, 58, 63]","[12, 20, 36]","['2020-06-09', '2020-07-07', '2020-07-21', '2020-07-31', '2020-08-07']","['2020-06-29', '2020-07-10', '2020-08-03']","[1.78, 0.8, 0.4, 0.4, 0.4, 0.2, 0.0, 0.0]","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0]",38,33,2020-08-12,66,43,0.006915806183560386,2.0999999046325684,F
780,NBRV,2020-06-16,2020-07-21,"[15, 21, 29, 35]",[7],"['2020-07-08', '2020-07-16', '2020-07-28', '2020-08-05']",['2020-07-30'],"[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",37,35,2020-08-12,40,16,0.003078353576313059,0.6830000281333923,F
785,NCMI,2020-06-08,2020-05-29,"[9, 18, 27]","[11, 20, 28, 35, 45]","['2020-06-19', '2020-07-02', '2020-07-16']","['2020-06-15', '2020-06-26', '2020-07-09', '2020-07-20', '2020-08-03']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.6600000000000001, 1.0, 0.2, 0.6, 0.4, 0.0, 0.0, 0.0]",34,39,2020-08-12,46,52,0.005753106134542603,3.2300000190734863,F
787,NCSM,2020-06-23,2020-07-08,[5],[15],['2020-06-30'],['2020-07-29'],"[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",40,31,2020-08-12,35,25,0.0017483013642914831,0.6990000009536743,T
788,NCTY,2019-07-10,2020-05-13,"[15, 48, 56, 62, 77, 86, 96, 105, 110, 123, 129, 150, 156, 169, 183, 196, 210, 218, 223, 228, 235, 242, 254, 265, 269]","[14, 42]","['2019-07-31', '2019-09-17', '2019-09-27', '2019-10-07', '2019-10-28', '2019-11-08', '2019-11-22', '2019-12-06', '2019-12-13', '2020-01-03', '2020-01-13', '2020-02-12', '2020-02-21', '2020-03-11', '2020-03-31', '2020-04-20', '2020-05-08', '2020-05-20', '2020-05-28', '2020-06-04', '2020-06-15', '2020-06-24', '2020-07-13', '2020-07-28', '2020-08-03']","['2020-06-03', '2020-07-14']","[1.344, 0.12, 0.44, 0.28, 0.2, 0.12, 0.16, 0.0]","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",38,26,2020-08-12,276,63,0.0024823997245613017,0.6600000262260437,T
795,NEOS,2020-05-11,2020-05-29,"[7, 21, 25, 48]","[21, 32, 41, 45]","['2020-05-20', '2020-06-10', '2020-06-16', '2020-07-20']","['2020-06-29', '2020-07-15', '2020-07-28', '2020-08-03']","[2.3000000000000003, 1.0, 0.5, 0.25, 0.5, 0.25, 0.25, 0.0]","[1.55, 1.0, 0.5, 0.25, 0.25, 0.25, 0.0, 0.0]",29,24,2020-08-12,65,52,0.0012742282194295026,0.6669999957084656,T
797,NEPT,2020-04-02,2020-07-14,"[7, 14, 27, 35, 45, 56, 60, 67, 77]",[14],"['2020-04-14', '2020-04-23', '2020-05-12', '2020-05-22', '2020-06-08', '2020-06-23', '2020-06-29', '2020-07-09', '2020-07-23']",['2020-08-03'],"[1.888888888888889, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5555555555555556, 0.1111111111111111, 0.1111111111111111, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",37,30,2020-08-12,91,21,0.006597900442966853,2.7300000190734863,F
798,NERV,2020-01-29,2020-06-11,"[8, 14, 25, 42, 81, 96, 120, 130]","[7, 22, 30]","['2020-02-10', '2020-02-19', '2020-03-05', '2020-03-30', '2020-05-26', '2020-06-16', '2020-07-21', '2020-08-04']","['2020-06-22', '2020-07-14', '2020-07-24']","[1.9000000000000001, 0.875, 0.5, 0.375, 0.25, 0.375, 0.25, 0.0]","[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",34,29,2020-08-12,136,43,0.014169757733404512,3.4600000381469727,F
801,NEWA,2020-05-19,2020-05-11,"[6, 24, 42]","[14, 35, 45, 56]","['2020-05-28', '2020-06-23', '2020-07-20']","['2020-06-01', '2020-06-30', '2020-07-15', '2020-07-30']","[2.5, 1.0, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[2.375, 0.75, 0.25, 0.5, 0.75, 0.25, 0.0, 0.0]",36,37,2020-08-12,59,65,0.008673131435546167,3.8499999046325684,F
804,NEXT,2020-05-20,2020-06-11,"[12, 21, 25, 38, 42]","[6, 21, 26, 36, 40]","['2020-06-08', '2020-06-19', '2020-06-25', '2020-07-15', '2020-07-21']","['2020-06-19', '2020-07-13', '2020-07-20', '2020-08-03', '2020-08-07']","[2.06, 1.0, 0.6, 0.2, 0.4, 0.0, 0.2, 0.0]","[1.72, 1.0, 0.6, 0.2, 0.2, 0.2, 0.2, 0.0]",42,41,2020-08-12,58,43,0.006836647903177192,1.4700000286102295,F
817,NHLD,2020-05-18,2020-06-18,"[5, 24, 33, 38, 51, 56]","[7, 12]","['2020-05-26', '2020-06-22', '2020-07-06', '2020-07-13', '2020-07-30', '2020-08-06']","['2020-06-29', '2020-07-07']","[1.5666666666666667, 0.8333333333333334, 0.5, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",40,35,2020-08-12,60,38,0.007163451848539499,2.259999990463257,F
828,NMCI,2020-07-10,2020-06-22,[15],"[12, 25]",['2020-07-31'],"['2020-07-09', '2020-07-28']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]",36,34,2020-08-12,23,36,0.003216323750723657,0.8009999990463257,F
833,NNDM,2020-06-02,2020-05-14,"[15, 21, 32, 36, 44]","[12, 24, 31, 41]","['2020-06-23', '2020-07-01', '2020-07-17', '2020-07-23', '2020-08-04']","['2020-06-02', '2020-06-18', '2020-06-29', '2020-07-14']","[1.68, 0.8, 0.6, 0.2, 0.2, 0.2, 0.2, 0.0]","[1.375, 1.0, 0.5, 0.0, 0.0, 0.25, 0.5, 0.0]",37,38,2020-08-12,50,62,0.008573934964952394,2.049999952316284,F
835,NOVN,2020-06-16,2019-10-10,"[5, 13, 24]","[8, 15, 28, 45, 65, 77, 84, 96, 108, 114, 141, 149, 160, 179, 187, 204]","['2020-06-23', '2020-07-06', '2020-07-21']","['2019-10-22', '2019-10-31', '2019-11-19', '2019-12-13', '2020-01-14', '2020-01-31', '2020-02-11', '2020-02-28', '2020-03-17', '2020-03-25', '2020-05-04', '2020-05-14', '2020-06-01', '2020-06-26', '2020-07-09', '2020-08-03']","[1.5999999999999999, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666]","[1.48125, 0.125, 0.5, 0.25, 0.1875, 0.1875, 0.25, 0.0]",36,34,2020-08-12,40,211,0.0052452523370835535,0.5799999833106995,F
850,NTEC,2020-06-09,2020-04-23,"[30, 39]","[9, 15, 56, 65]","['2020-07-22', '2020-08-04']","['2020-05-06', '2020-05-14', '2020-07-14', '2020-07-27']","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.675, 0.75, 0.5, 0.5, 0.25, 0.25, 0.0, 0.0]",37,31,2020-08-12,45,77,0.002117444164175162,0.4009999930858612,T
856,NTRP,2020-07-21,2020-07-14,[12],[12],['2020-08-06'],['2020-07-30'],"[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",34,30,2020-08-12,16,21,0.002737800342458521,1.1599999666213991,F
860,NTWK,2020-06-17,2020-05-01,"[12, 17, 24, 30]","[20, 36, 47, 60]","['2020-07-06', '2020-07-13', '2020-07-22', '2020-07-30']","['2020-06-01', '2020-06-23', '2020-07-09', '2020-07-28']","[1.8499999999999999, 1.0, 0.75, 0.25, 0.0, 0.25, 0.5, 0.0]","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]",40,28,2020-08-12,39,71,0.004926916514519256,3.109999895095825,F
862,NURO,2020-06-25,2020-07-14,"[9, 17, 21]","[8, 12]","['2020-07-09', '2020-07-21', '2020-07-27']","['2020-07-24', '2020-07-30']","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.4500000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]",34,27,2020-08-12,33,21,0.006107600480065046,2.0,F
865,NVCN,2020-06-09,2020-05-13,"[13, 21, 40]","[36, 42, 56]","['2020-06-26', '2020-07-09', '2020-08-05']","['2020-07-06', '2020-07-14', '2020-08-03']","[1.7666666666666668, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]","[2.7, 0.6666666666666666, 0.6666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]",36,25,2020-08-12,45,63,0.006713289329518116,2.2699999809265137,F
870,NVFY,2020-07-02,2020-06-29,"[7, 24]","[7, 24]","['2020-07-14', '2020-08-06']","['2020-07-09', '2020-08-03']","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]",23,22,2020-08-12,28,31,0.010825082054078722,1.690000057220459,F
871,NVIV,2020-06-30,2020-07-14,"[14, 18]",[12],"['2020-07-21', '2020-07-27']",['2020-07-30'],"[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",32,26,2020-08-12,30,21,0.0065997432359261934,1.559999942779541,F
873,NVUS,2020-06-22,2020-06-03,"[12, 21, 32]","[6, 18, 28]","['2020-07-09', '2020-07-22', '2020-08-06']","['2020-06-11', '2020-06-29', '2020-07-14']","[2.1, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",37,32,2020-08-12,36,49,0.0020921526125415074,0.4589999914169312,T
876,NWGI,2020-06-29,2020-03-23,[12],"[6, 38, 46, 56, 66, 78, 84, 95]",['2020-07-16'],"['2020-03-31', '2020-05-15', '2020-05-28', '2020-06-11', '2020-06-25', '2020-07-14', '2020-07-22', '2020-08-06']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.4500000000000002, 0.5, 0.5, 0.125, 0.25, 0.125, 0.125, 0.0]",11,13,2020-08-12,31,99,0.010048059061402308,2.6700000762939453,F
886,NXTD,2020-07-28,2020-05-28,[6],"[10, 21, 32, 40]",['2020-08-05'],"['2020-06-11', '2020-06-26', '2020-07-14', '2020-07-24']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.5, 1.0, 0.25, 0.5, 0.25, 0.5, 0.0, 0.0]",35,34,2020-08-12,11,53,0.003189047819696655,0.5590000152587891,F
887,NYMT,2020-06-16,2020-04-16,"[7, 11, 21, 30]","[6, 12, 20, 39, 48, 59, 65, 70, 75]","['2020-06-25', '2020-07-01', '2020-07-16', '2020-07-29']","['2020-04-24', '2020-05-04', '2020-05-14', '2020-06-11', '2020-06-24', '2020-07-10', '2020-07-20', '2020-07-27', '2020-08-03']","[1.975, 1.0, 0.5, 0.25, 0.5, 0.0, 0.0, 0.0]","[1.4555555555555553, 0.0, 0.5555555555555556, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.0]",36,37,2020-08-12,40,82,0.003811220301825279,2.7899999618530287,F
892,NYMX,2020-05-06,2020-06-18,"[28, 36, 48, 65]","[5, 21, 30]","['2020-06-16', '2020-06-26', '2020-07-15', '2020-08-07']","['2020-06-25', '2020-07-20', '2020-07-31']","[2.05, 1.0, 0.5, 0.25, 0.25, 0.25, 0.5, 0.0]","[2.3, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]",33,32,2020-08-12,68,38,0.007908444712839592,2.75,F
893,OAS,2020-07-16,2020-03-30,[14],"[14, 32, 42, 51, 61, 71, 77, 87]",['2020-08-05'],"['2020-04-20', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-25', '2020-07-10', '2020-07-20', '2020-08-03']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.4125, 0.875, 0.375, 0.0, 0.375, 0.125, 0.0, 0.0]",37,38,2020-08-12,19,94,0.0038200834426638506,0.7699999809265137,F
896,OBLN,2020-06-09,2019-06-21,"[7, 14, 24, 30]","[9, 18, 24, 47, 55, 77, 84, 92, 99, 105, 120, 126, 140, 159, 173, 187, 199, 210, 216, 226, 231, 247, 255, 263]","['2020-06-18', '2020-06-29', '2020-07-14', '2020-07-22']","['2019-07-05', '2019-07-18', '2019-07-26', '2019-08-28', '2019-09-10', '2019-10-10', '2019-10-21', '2019-10-31', '2019-11-11', '2019-11-19', '2019-12-11', '2019-12-19', '2020-01-10', '2020-02-07', '2020-02-28', '2020-03-19', '2020-04-06', '2020-04-22', '2020-04-30', '2020-05-14', '2020-05-21', '2020-06-15', '2020-06-25', '2020-07-08']","[2.3000000000000003, 1.0, 0.5, 0.25, 0.5, 0.25, 0.25, 0.0]","[1.6749999999999998, 0.20833333333333334, 0.5416666666666666, 0.25, 0.2916666666666667, 0.125, 0.16666666666666666, 0.041666666666666664]",37,31,2020-08-12,45,288,0.002204749848880568,0.7699999809265137,T
898,OBSV,2020-06-25,2020-06-11,"[5, 13, 21, 27]","[21, 35]","['2020-07-02', '2020-07-15', '2020-07-27', '2020-08-04']","['2020-07-13', '2020-07-31']","[1.725, 1.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.5]","[3.15, 1.0, 0.5, 0.5, 1.0, 0.0, 0.0, 0.0]",41,34,2020-08-12,33,43,0.0142552694046837,2.700000047683716,F
