Date,Open,High,Low,Close,Volume,Low-Open,Low-Open_percent
2018-07-23,411.0,421.0,89.0,135.0,66400.0,-322.0,-0.7834549878345499
2020-02-03,1.3899999856948853,1.7899999618530273,0.5199999809265137,0.5299999713897705,18517700.0,-0.8700000047683716,-0.6258992904474336
2019-07-15,10.899999618530273,10.899999618530273,5.699999809265137,5.900000095367432,9142900.0,-5.199999809265137,-0.4770642193807976
2020-03-09,1.1299999952316284,1.1299999952316284,0.6200000047683716,0.6399999856948853,33676100.0,-0.5099999904632568,-0.45132742709323337
2019-11-11,2.569999933242798,3.0799999237060547,1.4800000190734863,1.649999976158142,1833200.0,-1.0899999141693115,-0.4241244912383953
2019-11-04,3.869999885559082,3.869999885559082,2.299999952316284,2.700000047683716,1461100.0,-1.5699999332427979,-0.4056847492686648
2016-01-11,6710.0,6810.0,4030.0,5000.0,1800.0,-2680.0,-0.39940387481371087
2016-10-24,650.0,690.0,420.0,450.0,7800.0,-230.0,-0.35384615384615387
2019-03-11,39.099998474121094,41.20000076293945,25.799999237060547,28.799999237060547,25599500.0,-13.299999237060547,-0.3401534464474045
2018-12-03,42.5,72.4000015258789,28.399999618530273,29.399999618530273,759300.0,-14.100000381469727,-0.3317647148581112
2019-10-28,4.0,4.0,2.690000057220459,3.609999895095825,2055300.0,-1.309999942779541,-0.32749998569488525
2018-12-17,27.799999237060547,28.399999618530273,18.700000762939453,20.600000381469727,96800.0,-9.099998474121094,-0.3273380835920947
2017-03-13,490.0,540.0,330.0,412.0,14000.0,-160.0,-0.32653061224489793
2019-11-18,1.7200000286102295,1.8700000047683716,1.159999966621399,1.2400000095367432,4803500.0,-0.5600000619888306,-0.32558142597318096
2020-03-23,0.9399999976158142,1.0499999523162842,0.6499999761581421,0.7300000190734863,44514800.0,-0.2900000214576721,-0.3085106619076796
2016-05-02,2660.0,2680.0,1850.0,1940.0,600.0,-810.0,-0.30451127819548873
2016-12-19,650.0,680.0,470.0,480.0,29500.0,-180.0,-0.27692307692307694
2020-08-10,1.1699999570846558,1.1699999570846558,0.8600000143051147,1.1399999856948853,66608400.0,-0.309999942779541,-0.2649572257694629
2018-11-26,46.0,96.0,34.0,51.900001525878906,2491800.0,-12.0,-0.2608695652173913
2016-09-05,1020.0,1080.0,760.0,780.0,16700.0,-260.0,-0.2549019607843137
2016-08-29,2750.0,2750.0,2060.0,2180.0,4500.0,-690.0,-0.2509090909090909
2020-03-02,1.309999942779541,1.399999976158142,0.9900000095367432,1.0299999713897705,60716400.0,-0.31999993324279785,-0.24427476887046737
2020-07-13,0.6800000071525574,0.8799999952316284,0.5199999809265137,0.8100000023841858,223574800.0,-0.1600000262260437,-0.23529415373983642
2020-07-27,1.340000033378601,1.5199999809265137,1.0399999618530273,1.2899999618530273,115402400.0,-0.30000007152557373,-0.2238806448154858
2019-07-08,12.199999809265137,12.600000381469727,9.600000381469727,11.300000190734863,2325100.0,-2.59999942779541,-0.2131147105281816
2015-09-21,7750.0,7750.0,6100.0,6190.0,600.0,-1650.0,-0.2129032258064516
2016-06-13,2430.0,2650.0,1930.0,1970.0,3500.0,-500.0,-0.205761316872428
2018-09-10,89.0,91.0,71.0,71.0,15000.0,-18.0,-0.20224719101123595
2018-10-22,72.0,78.0,58.0,60.0,25400.0,-14.0,-0.19444444444444445
2016-02-08,4370.0,4380.0,3540.0,4040.0,700.0,-830.0,-0.18993135011441648
2018-11-12,58.0,61.0,47.0,52.0,56800.0,-11.0,-0.1896551724137931
2020-02-10,0.5299999713897705,0.5299999713897705,0.4300000071525574,0.4399999976158142,8374400.0,-0.09999996423721313,-0.18867918799126038
2019-12-09,1.059999942779541,1.7200000286102295,0.8600000143051147,1.149999976158142,42235300.0,-0.19999992847442627,-0.18867918799126038
2016-01-18,5050.0,5230.0,4100.0,5110.0,700.0,-950.0,-0.18811881188118812
2017-01-09,590.0,660.0,480.0,530.0,10100.0,-110.0,-0.1864406779661017
2018-10-08,65.0,68.0,53.0,55.0,22300.0,-12.0,-0.18461538461538463
2015-09-28,6190.0,6190.0,5050.0,5940.0,1100.0,-1140.0,-0.1841680129240711
2018-09-17,73.0,78.0,60.0,64.0,16200.0,-13.0,-0.1780821917808219
2019-05-27,20.0,20.299999237060547,16.600000381469727,16.700000762939453,1259100.0,-3.3999996185302734,-0.16999998092651367
2020-06-08,0.7200000286102295,0.7599999904632568,0.6000000238418579,0.6200000047683716,78712200.0,-0.12000000476837158,-0.16666666666666666
2018-08-20,120.0,157.0,100.0,104.0,180800.0,-20.0,-0.16666666666666666
2017-04-03,455.0,459.0,380.0,432.0,44700.0,-75.0,-0.16483516483516483
2017-03-20,410.0,410.0,343.0,399.0,7200.0,-67.0,-0.16341463414634147
2020-01-27,1.4900000095367432,1.6699999570846558,1.25,1.399999976158142,4234400.0,-0.24000000953674316,-0.1610738308729016
2018-07-30,126.0,130.0,106.0,113.0,20800.0,-20.0,-0.15873015873015872
2019-05-13,19.0,19.5,16.0,16.399999618530273,832100.0,-3.0,-0.15789473684210525
2020-01-13,1.590000033378601,1.6399999856948853,1.340000033378601,1.5499999523162842,3380600.0,-0.25,-0.15723270110175622
2019-08-05,5.099999904632568,5.099999904632568,4.300000190734863,4.599999904632568,1046900.0,-0.7999997138977051,-0.15686269193280336
2017-10-23,409.0,410.0,345.0,389.0,5100.0,-64.0,-0.15647921760391198
2016-02-29,2680.0,2700.0,2270.0,2410.0,1000.0,-410.0,-0.15298507462686567
2018-07-16,471.0,480.0,399.0,415.0,50100.0,-72.0,-0.15286624203821655
2018-11-19,53.0,55.0,45.0,45.0,39800.0,-8.0,-0.1509433962264151
2016-05-16,2650.0,3770.0,2250.0,2330.0,7100.0,-400.0,-0.1509433962264151
2020-03-30,0.7300000190734863,0.75,0.6200000047683716,0.6899999976158142,14657900.0,-0.11000001430511475,-0.15068494716579106
2018-12-24,20.0,21.100000381469727,17.0,19.600000381469727,55400.0,-3.0,-0.15
2016-04-25,2880.0,2910.0,2450.0,2520.0,500.0,-430.0,-0.14930555555555555
2018-02-05,352.0,367.0,300.0,336.0,4300.0,-52.0,-0.14772727272727273
2018-01-29,410.0,418.0,350.0,354.0,4100.0,-60.0,-0.14634146341463414
2016-01-04,7540.0,7950.0,6440.0,6650.0,700.0,-1100.0,-0.14588859416445624
2017-07-31,394.0,401.0,337.0,369.0,6800.0,-57.0,-0.1446700507614213
2017-08-07,368.0,373.0,315.0,315.0,6000.0,-53.0,-0.14402173913043478
2017-11-27,446.0,446.0,382.0,405.0,2700.0,-64.0,-0.14349775784753363
2018-06-11,455.0,456.0,390.0,441.0,5700.0,-65.0,-0.14285714285714285
2019-07-29,5.599999904632568,5.699999809265137,4.800000190734863,5.099999904632568,1801500.0,-0.7999997138977051,-0.14285709420028916
2019-01-28,19.799999237060547,21.700000762939453,17.0,19.700000762939453,156900.0,-2.799999237060547,-0.14141410833085602
2017-10-16,459.0,465.0,395.0,408.0,4000.0,-64.0,-0.1394335511982571
2017-01-30,580.0,580.0,500.0,540.0,6800.0,-80.0,-0.13793103448275862
2020-03-16,0.5799999833106995,1.2999999523162842,0.5,0.9700000286102295,95495800.0,-0.07999998331069946,-0.13793100967701988
2015-11-09,7000.0,7080.0,6050.0,6660.0,500.0,-950.0,-0.1357142857142857
2018-11-05,67.0,79.0,58.0,58.0,72400.0,-9.0,-0.13432835820895522
2019-11-25,1.2000000476837158,1.3200000524520874,1.0399999618530273,1.1299999952316284,6408000.0,-0.16000008583068848,-0.13333339956071377
2020-04-20,0.75,0.8100000023841858,0.6499999761581421,0.6899999976158142,12852300.0,-0.10000002384185791,-0.1333333651224772
2017-04-17,476.0,482.0,413.0,427.0,19200.0,-63.0,-0.1323529411764706
2018-09-03,107.0,107.0,93.0,102.0,14400.0,-14.0,-0.1308411214953271
2018-08-06,115.0,119.0,100.0,105.0,10400.0,-15.0,-0.13043478260869565
2019-09-02,4.599999904632568,5.199999809265137,4.0,5.0,1209600.0,-0.5999999046325684,-0.1304347645808254
2020-04-27,0.6899999976158142,0.7200000286102295,0.6000000238418579,0.699999988079071,10369700.0,-0.0899999737739563,-0.1304347450506333
2017-03-06,540.0,540.0,470.0,490.0,4400.0,-70.0,-0.12962962962962962
2019-12-16,1.159999966621399,1.340000033378601,1.0099999904632568,1.0800000429153442,5844600.0,-0.1499999761581421,-0.12931032799512063
2016-01-25,5070.0,5400.0,4420.0,4840.0,500.0,-650.0,-0.1282051282051282
2016-11-28,400.0,480.0,350.0,370.0,9000.0,-50.0,-0.125
2019-07-01,13.899999618530273,15.5,12.199999809265137,12.600000381469727,665500.0,-1.6999998092651367,-0.12230214790789234
2017-11-06,376.0,383.0,331.0,358.0,2900.0,-45.0,-0.1196808510638298
2016-11-21,420.0,440.0,370.0,400.0,3200.0,-50.0,-0.11904761904761904
2019-08-26,4.199999809265137,4.300000190734863,3.700000047683716,4.300000190734863,1203700.0,-0.4999997615814209,-0.11904756768760534
2018-04-30,320.0,349.0,282.0,301.0,7600.0,-38.0,-0.11875
2020-07-20,1.2000000476837158,2.4600000381469727,1.059999942779541,1.4500000476837158,685740400.0,-0.1400001049041748,-0.11666674945089223
2019-06-24,14.100000381469727,14.5,12.5,13.699999809265137,983100.0,-1.6000003814697266,-0.11347520128952997
2019-06-17,15.899999618530273,17.899999618530273,14.100000381469727,14.199999809265137,966300.0,-1.7999992370605469,-0.11320750190225042
2019-04-29,22.299999237060547,22.299999237060547,19.799999237060547,21.0,899000.0,-2.5,-0.11210762715387138
2019-12-02,1.159999966621399,1.3700000047683716,1.0299999713897705,1.059999942779541,7466300.0,-0.12999999523162842,-0.11206896463132214
2018-07-09,405.0,417.0,360.0,395.0,9500.0,-45.0,-0.1111111111111111
2016-12-12,450.0,470.0,400.0,460.0,8200.0,-50.0,-0.1111111111111111
2019-09-23,4.5,4.800000190734863,4.0,4.099999904632568,583200.0,-0.5,-0.1111111111111111
2016-10-31,450.0,500.0,400.0,440.0,3600.0,-50.0,-0.1111111111111111
2019-03-18,26.100000381469727,29.299999237060547,23.200000762939453,23.200000762939453,3160500.0,-2.8999996185302734,-0.11111109487144653
2016-07-11,2190.0,2190.0,1950.0,2040.0,1200.0,-240.0,-0.1095890410958904
2016-03-28,2470.0,2690.0,2200.0,2500.0,800.0,-270.0,-0.10931174089068826
2018-03-19,343.0,353.0,306.0,310.0,2800.0,-37.0,-0.10787172011661808
2019-04-22,23.5,25.399999618530273,21.0,22.5,1986500.0,-2.5,-0.10638297872340426
2019-01-21,20.899999618530273,20.899999618530273,18.700000762939453,19.799999237060547,62500.0,-2.1999988555908203,-0.1052631050595937
2017-08-14,318.0,326.0,285.0,295.0,7800.0,-33.0,-0.10377358490566038
2019-03-04,19.299999237060547,42.0,17.299999237060547,28.0,31181500.0,-2.0,-0.10362694710161069
2016-02-01,4830.0,4980.0,4340.0,4420.0,500.0,-490.0,-0.10144927536231885
2015-08-24,6260.0,6760.0,5630.0,6660.0,800.0,-630.0,-0.10063897763578275
2015-10-19,7060.0,7380.0,6350.0,6550.0,200.0,-710.0,-0.10056657223796034
2017-07-24,429.0,430.0,386.0,393.0,4000.0,-43.0,-0.10023310023310024
2018-05-07,300.0,310.0,270.0,276.0,3700.0,-30.0,-0.1
2020-06-01,0.699999988079071,0.7099999785423279,0.6299999952316284,0.6800000071525574,39814400.0,-0.06999999284744263,-0.09999999148505061
2019-09-30,4.099999904632568,4.900000095367432,3.700000047683716,4.300000190734863,897500.0,-0.39999985694885254,-0.09756094298853393
2019-10-21,4.099999904632568,4.300000190734863,3.700000047683716,4.0,2437900.0,-0.39999985694885254,-0.09756094298853393
2016-06-06,2610.0,2950.0,2360.0,2400.0,1400.0,-250.0,-0.09578544061302682
2019-04-15,25.100000381469727,25.5,22.700000762939453,23.799999237060547,844900.0,-2.3999996185302734,-0.09561751322928633
2019-01-07,22.0,23.200000762939453,19.899999618530273,21.299999237060547,229800.0,-2.1000003814697266,-0.09545456279407848
2020-06-22,0.6299999952316284,0.6600000262260437,0.5699999928474426,0.6000000238418579,74271100.0,-0.06000000238418579,-0.09523809974335942
2015-10-12,6980.0,7490.0,6320.0,7080.0,600.0,-660.0,-0.09455587392550144
2018-08-13,110.0,148.0,100.0,121.0,43000.0,-10.0,-0.09090909090909091
2018-07-02,440.0,448.0,400.0,405.0,4100.0,-40.0,-0.09090909090909091
2016-08-15,2650.0,2750.0,2410.0,2470.0,1700.0,-240.0,-0.09056603773584905
2017-12-04,401.0,420.0,365.0,382.0,3100.0,-36.0,-0.08977556109725686
2018-12-10,29.0,29.299999237060547,26.399999618530273,28.100000381469727,184100.0,-2.6000003814697266,-0.08965518556792161
2017-04-24,435.0,439.0,396.0,418.0,7200.0,-39.0,-0.0896551724137931
2016-03-07,2410.0,2580.0,2200.0,2300.0,700.0,-210.0,-0.08713692946058091
2019-08-19,4.599999904632568,5.900000095367432,4.199999809265137,4.199999809265137,10985400.0,-0.40000009536743164,-0.08695654427396825
2017-10-30,391.0,400.0,357.0,377.0,2800.0,-34.0,-0.08695652173913043
2017-10-09,487.0,492.0,445.0,458.0,3800.0,-42.0,-0.08624229979466119
2019-07-22,5.800000190734863,5.900000095367432,5.300000190734863,5.400000095367432,5293800.0,-0.5,-0.08620689371678274
2020-05-25,0.699999988079071,0.7200000286102295,0.6399999856948853,0.6499999761581421,20812700.0,-0.06000000238418579,-0.08571429057997108
2019-09-16,4.900000095367432,5.400000095367432,4.5,4.599999904632568,2602500.0,-0.40000009536743164,-0.0816326709351701
2015-11-30,7190.0,7380.0,6610.0,6810.0,200.0,-580.0,-0.08066759388038942
2018-02-19,335.0,346.0,308.0,340.0,1300.0,-27.0,-0.08059701492537313
2019-09-09,5.0,5.300000190734863,4.599999904632568,4.699999809265137,835700.0,-0.40000009536743164,-0.08000001907348633
2016-09-19,750.0,750.0,690.0,700.0,7000.0,-60.0,-0.08
2015-08-10,7170.0,7240.0,6600.0,6950.0,300.0,-570.0,-0.0794979079497908
2018-03-26,315.0,330.0,290.0,300.0,2600.0,-25.0,-0.07936507936507936
2019-04-08,26.600000381469727,27.5,24.5,25.100000381469727,1519600.0,-2.1000003814697266,-0.07894738162983798
2016-06-27,2060.0,2170.0,1900.0,2020.0,2400.0,-160.0,-0.07766990291262135
2018-01-15,388.0,406.0,358.0,381.0,5700.0,-30.0,-0.07731958762886598
2016-10-10,650.0,690.0,600.0,650.0,3800.0,-50.0,-0.07692307692307693
2017-05-01,420.0,465.0,388.0,404.0,11600.0,-32.0,-0.0761904761904762
2016-09-12,790.0,860.0,730.0,740.0,9500.0,-60.0,-0.0759493670886076
2017-06-05,435.0,441.0,402.0,407.0,6500.0,-33.0,-0.07586206896551724
2016-04-04,2510.0,2920.0,2320.0,2570.0,900.0,-190.0,-0.07569721115537849
2016-12-05,400.0,560.0,370.0,410.0,12800.0,-30.0,-0.075
2017-01-16,540.0,590.0,500.0,530.0,4600.0,-40.0,-0.07407407407407407
2017-06-26,448.0,453.0,415.0,433.0,8600.0,-33.0,-0.07366071428571429
2015-11-16,6690.0,6730.0,6200.0,6560.0,500.0,-490.0,-0.07324364723467862
2017-02-20,550.0,560.0,510.0,510.0,2800.0,-40.0,-0.07272727272727272
