,ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
2091,8226.HK,2020-04-07,2020-04-22,"[42, 53, 58, 72, 77]","[7, 21, 48]","['2020-06-10', '2020-06-26', '2020-07-06', '2020-07-24', '2020-07-31']","['2020-05-05', '2020-05-25', '2020-07-03']","[1.74, 1.0, 0.4, 0.0, 0.4, 0.2, 0.2, 0.0]","[2.7666666666666666, 1.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]",23,14,2020-08-13,86,77,7.385557200246283e-05,0.026000000536441803,F
2092,8228.HK,2020-04-16,2020-05-06,"[15, 21, 25, 36, 45, 72]","[4, 21, 27]","['2020-05-11', '2020-05-19', '2020-05-25', '2020-06-09', '2020-06-22', '2020-07-31']","['2020-05-12', '2020-06-04', '2020-06-12']","[2.2666666666666666, 1.0, 0.8333333333333334, 0.5, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",30,29,2020-08-13,81,69,0.0005656102896911045,0.15000000596046448,F
2093,8229.HK,2020-06-09,2020-07-13,"[16, 31, 42]",[12],"['2020-07-03', '2020-07-24', '2020-08-10']",['2020-07-29'],"[1.3666666666666667, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",19,28,2020-08-13,45,23,0.0008882966287339039,0.12399999797344208,F
2094,8231.HK,2020-05-11,2020-03-31,"[9, 15, 21, 39, 43, 52, 56]","[5, 9, 30, 56, 74, 84]","['2020-05-22', '2020-06-01', '2020-06-09', '2020-07-07', '2020-07-13', '2020-07-24', '2020-07-30']","['2020-04-07', '2020-04-15', '2020-05-18', '2020-06-23', '2020-07-21', '2020-08-04']","[1.542857142857143, 0.7142857142857143, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.0, 0.0]","[1.9, 0.5, 0.5, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",31,32,2020-08-13,66,91,0.00040896575020488797,0.04800000041723251,F
2095,8235.HK,2020-07-02,2020-05-19,[14],"[7, 20, 30, 42, 55]",['2020-07-22'],"['2020-05-28', '2020-06-16', '2020-07-02', '2020-07-20', '2020-08-06']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.9600000000000002, 0.8, 0.4, 0.6, 0.4, 0.0, 0.0, 0.2]",12,21,2020-08-13,30,60,0.0011066290816177484,0.41999998688697815,F
2097,8237.HK,2020-05-29,2020-06-15,"[6, 10, 21, 44, 49]",[15],"['2020-06-08', '2020-06-12', '2020-06-30', '2020-08-03', '2020-08-10']",['2020-07-08'],"[1.54, 0.6, 0.4, 0.2, 0.4, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",36,35,2020-08-13,52,41,0.00025762333733498,0.014000000432133676,F
2098,8238.HK,2020-05-18,2020-04-16,"[15, 33, 55]","[9, 15, 31, 39, 49, 56, 65]","['2020-06-08', '2020-07-06', '2020-08-05']","['2020-04-29', '2020-05-11', '2020-06-02', '2020-06-12', '2020-06-29', '2020-07-09', '2020-07-22']","[1.5666666666666667, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333]","[1.4714285714285713, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.0, 0.0]",26,32,2020-08-13,61,81,0.0007289714990546236,0.11500000208616255,F
2099,8239.HK,2020-04-20,2020-07-03,"[21, 37, 51, 56, 60]","[8, 24]","['2020-05-21', '2020-06-12', '2020-07-06', '2020-07-13', '2020-07-17']","['2020-07-15', '2020-08-06']","[2.04, 0.6, 0.6, 0.2, 0.4, 0.2, 0.2, 0.0]","[1.6, 1.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.0]",31,39,2020-08-13,79,29,0.0012263211010224823,0.2800000011920929,F
2100,8246.HK,2020-06-03,2020-06-04,[24],"[7, 11, 36]",['2020-07-09'],"['2020-06-15', '2020-06-19', '2020-07-28']","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.5999999999999999, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",19,31,2020-08-13,49,48,0.00030241716284823536,0.25999999046325684,F
2102,8249.HK,2019-12-18,2020-01-09,"[8, 14, 28, 115, 120, 132, 154]","[14, 39, 76, 84, 90, 121, 131, 140]","['2020-01-02', '2020-01-10', '2020-02-03', '2020-06-09', '2020-06-16', '2020-07-06', '2020-08-05']","['2020-01-31', '2020-03-06', '2020-05-04', '2020-05-14', '2020-05-22', '2020-07-08', '2020-07-22', '2020-08-04']","[1.9142857142857141, 0.7142857142857143, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.0]","[1.625, 0.625, 0.375, 0.25, 0.375, 0.0, 0.125, 0.0]",24,27,2020-08-13,160,147,0.0011030521547919587,0.0820000022649765,F
2103,8250.HK,2019-07-05,2019-09-20,"[35, 60, 84, 97, 108, 112, 185, 259]","[14, 39, 48, 57, 131]","['2019-08-23', '2019-09-27', '2019-11-04', '2019-11-21', '2019-12-06', '2019-12-12', '2020-03-31', '2020-07-21']","['2019-10-14', '2019-11-18', '2019-11-29', '2019-12-12', '2020-04-01']","[2.2, 0.375, 0.375, 0.375, 0.5, 0.125, 0.375, 0.0]","[1.54, 0.8, 0.6, 0.0, 0.2, 0.2, 0.2, 0.0]",12,11,2020-08-13,276,221,5.9123983132370066e-05,0.016000000759959214,F
2104,8255.HK,2019-12-27,2020-07-13,"[17, 33, 64, 91, 105, 112, 128, 132]","[7, 12]","['2020-01-22', '2020-02-17', '2020-03-31', '2020-05-13', '2020-06-02', '2020-06-11', '2020-07-07', '2020-07-13']","['2020-07-22', '2020-07-29']","[1.6500000000000001, 0.625, 0.375, 0.125, 0.375, 0.375, 0.125, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",24,37,2020-08-13,155,23,0.000803294032320466,0.2329999953508377,F
2105,8258.HK,2020-01-31,2020-07-30,[35],[7],['2020-03-20'],['2020-08-10'],"[2.9, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",15,21,2020-08-13,133,10,0.00019835469834532927,0.06700000166893005,F
2106,8259.HK,2020-07-24,2020-03-19,[7],"[5, 35, 42, 55, 64, 78, 89]",['2020-08-04'],"['2020-03-26', '2020-05-13', '2020-05-22', '2020-06-10', '2020-06-23', '2020-07-15', '2020-07-30']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.5857142857142856, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.0, 0.42857142857142855]",32,37,2020-08-13,14,99,0.00048468943427354953,0.08500000089406967,F
2107,8260.HK,2020-05-22,2020-02-26,"[15, 21, 32, 42, 46]","[12, 21, 35, 42, 62, 75, 80, 93, 99, 108]","['2020-06-12', '2020-06-22', '2020-07-09', '2020-07-23', '2020-07-29']","['2020-03-13', '2020-03-26', '2020-04-17', '2020-04-28', '2020-05-28', '2020-06-16', '2020-06-23', '2020-07-14', '2020-07-22', '2020-08-04']","[1.92, 1.0, 0.6, 0.2, 0.4, 0.2, 0.0, 0.0]","[1.88, 0.0, 0.7, 0.3, 0.3, 0.1, 0.2, 0.0]",31,32,2020-08-13,57,115,0.0005474600204280023,0.13500000536441806,F
2108,8265.HK,2020-04-09,2019-10-10,[12],"[10, 30, 50, 60, 80, 111]",['2020-04-29'],"['2019-10-24', '2019-11-21', '2019-12-19', '2020-01-07', '2020-02-06', '2020-03-20']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.5666666666666669, 0.8333333333333334, 0.5, 0.8333333333333334, 0.0, 0.16666666666666666, 0.16666666666666666, 0.0]",22,25,2020-08-12,83,208,6.2521706586516e-06,0.0130000002682209,F
2109,8266.HK,2020-07-17,2020-07-07,[12],[14],['2020-08-04'],['2020-07-27'],"[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",32,32,2020-08-13,19,27,0.0010137403292405634,0.16500000655651093,F
2110,8268.HK,2020-06-26,2020-04-24,[21],"[23, 28, 34, 51, 60, 70]",['2020-07-28'],"['2020-05-29', '2020-06-05', '2020-06-15', '2020-07-10', '2020-07-23', '2020-08-06']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.7166666666666666, 0.8333333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.16666666666666666]",28,37,2020-08-13,33,75,0.0003116827355347753,0.10199999809265137,F
2111,8269.HK,2020-05-21,2020-06-18,[42],[35],['2020-07-22'],['2020-08-10'],"[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.9, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",27,35,2020-08-13,58,38,0.000648345532940614,0.09200000017881392,F
2112,8271.HK,2020-03-16,2020-03-27,"[16, 39, 48, 62, 66, 70]","[7, 17, 21, 36, 48, 61, 80]","['2020-04-07', '2020-05-14', '2020-05-27', '2020-06-16', '2020-06-22', '2020-06-29']","['2020-04-07', '2020-04-23', '2020-04-29', '2020-05-22', '2020-06-09', '2020-06-29', '2020-07-27']","[1.4166666666666667, 0.5, 0.5, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0]","[1.7571428571428571, 1.0, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.0]",17,36,2020-08-13,102,93,0.0003296596263306863,0.08399999886751175,F
2113,8272.HK,2019-12-13,2020-02-07,"[13, 30, 35, 40, 49, 72, 110]","[8, 28, 34, 39, 45, 55, 70, 75]","['2020-01-06', '2020-01-31', '2020-02-07', '2020-02-14', '2020-02-27', '2020-03-31', '2020-05-28']","['2020-02-19', '2020-03-18', '2020-03-26', '2020-04-02', '2020-04-14', '2020-04-28', '2020-05-21', '2020-05-28']","[1.757142857142857, 0.7142857142857143, 0.2857142857142857, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]","[1.5875, 0.625, 0.375, 0.5, 0.25, 0.125, 0.0, 0.25]",22,20,2020-08-12,162,127,3.691527238666439e-05,0.08500000089406967,F
2114,8275.HK,2019-05-22,2020-07-22,"[7, 11, 21, 30, 38, 46, 50, 57, 75, 84, 90, 99, 110, 119, 126, 133, 140, 144, 148, 154, 162, 190, 194, 257, 262, 270]",[7],"['2019-05-31', '2019-06-06', '2019-06-21', '2019-07-05', '2019-07-17', '2019-07-29', '2019-08-02', '2019-08-13', '2019-09-06', '2019-09-19', '2019-09-27', '2019-10-14', '2019-10-29', '2019-11-11', '2019-11-20', '2019-11-29', '2019-12-10', '2019-12-16', '2019-12-20', '2020-01-02', '2020-01-14', '2020-02-25', '2020-03-02', '2020-06-03', '2020-06-10', '2020-06-22']",['2020-07-31'],"[1.4653846153846153, 0.19230769230769232, 0.4230769230769231, 0.3076923076923077, 0.3076923076923077, 0.038461538461538464, 0.07692307692307693, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",35,42,2020-08-13,306,16,0.00013426417629024053,0.03500000014901161,F
2115,8277.HK,2019-11-26,2020-07-29,"[12, 24, 32, 84, 118, 132, 143, 151]",[5],"['2019-12-12', '2020-01-02', '2020-01-14', '2020-03-30', '2020-05-21', '2020-06-10', '2020-06-26', '2020-07-09']",['2020-08-05'],"[1.525, 0.5, 0.5, 0.0, 0.125, 0.25, 0.5, 0.0]","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",15,31,2020-08-13,176,11,0.0005693377986982389,0.14000000059604645,F
2116,8281.HK,2020-03-30,2020-01-03,"[25, 48, 72, 85]","[13, 21, 27, 56, 64, 75, 80, 105]","['2020-05-08', '2020-06-10', '2020-07-16', '2020-08-04']","['2020-01-22', '2020-02-05', '2020-02-13', '2020-03-25', '2020-04-06', '2020-04-23', '2020-05-04', '2020-06-08']","[1.7999999999999998, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0]","[1.9124999999999999, 0.625, 0.5, 0.375, 0.375, 0.375, 0.0, 0.125]",14,18,2020-08-13,92,151,0.000647329931702127,0.15000000596046448,F
2117,8283.HK,2020-04-03,2020-03-25,"[21, 78]","[24, 47, 51, 62, 76, 84]","['2020-05-08', '2020-07-30']","['2020-05-04', '2020-06-04', '2020-06-10', '2020-06-26', '2020-07-17', '2020-07-29']","[2.3, 0.5, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.45, 0.6666666666666666, 0.5, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0]",24,32,2020-08-13,88,95,0.0003323215728019268,0.2280000001192093,F
2118,8286.HK,2020-07-20,2019-12-12,[],"[24, 40, 55, 111, 140]",[],"['2020-01-20', '2020-02-13', '2020-03-05', '2020-05-28', '2020-07-10']","[0, 0, 0, 0, 0, 0, 0, 0]","[1.8, 0.4, 0.4, 0.6, 0.2, 0.4, 0.2, 0.2]",1,7,2020-08-13,18,164,0.00096007515513324,0.1550000011920929,F
2119,8287.HK,2020-07-20,2020-05-13,"[9, 14]","[14, 22, 30, 55]","['2020-07-31', '2020-08-07']","['2020-06-02', '2020-06-12', '2020-06-24', '2020-07-31']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.425, 0.75, 0.25, 0.5, 0.25, 0.0, 0.0, 0.25]",31,31,2020-08-13,18,64,0.0009193767286722695,0.2450000047683716,F
2120,8290.HK,2020-01-14,2020-07-09,"[18, 30, 35, 72, 94, 110, 126]","[14, 21]","['2020-02-11', '2020-02-27', '2020-03-05', '2020-04-29', '2020-06-02', '2020-06-24', '2020-07-20']","['2020-07-29', '2020-08-07']","[1.857142857142857, 0.5714285714285714, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.0]","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",22,31,2020-08-13,144,25,9.356690144165555e-05,0.026000000536441803,F
2121,8291.HK,2020-06-05,2020-05-07,"[20, 42]","[5, 21, 39, 56, 62]","['2020-07-07', '2020-08-06']","['2020-05-14', '2020-06-05', '2020-07-03', '2020-07-28', '2020-08-05']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.7000000000000002, 0.6, 0.4, 0.2, 0.4, 0.2, 0.0, 0.2]",29,27,2020-08-13,47,68,0.001622963369561575,0.1899999976158142,F
2122,8292.HK,2020-05-19,2019-10-04,"[12, 21, 33, 50, 55]","[9, 28, 36, 42, 68, 78, 96, 100, 119, 126, 170, 180, 190]","['2020-06-04', '2020-06-17', '2020-07-07', '2020-07-30', '2020-08-06']","['2019-10-18', '2019-11-14', '2019-11-26', '2019-12-04', '2020-01-14', '2020-01-30', '2020-02-25', '2020-03-02', '2020-03-27', '2020-04-07', '2020-06-12', '2020-06-29', '2020-07-14']","[1.86, 0.8, 0.6, 0.4, 0.2, 0.0, 0.2, 0.2]","[1.7461538461538462, 0.07692307692307693, 0.5384615384615384, 0.3076923076923077, 0.3076923076923077, 0.07692307692307693, 0.23076923076923078, 0.0]",29,28,2020-08-13,60,212,0.00019919160845005394,0.03999999910593033,F
2123,8293.HK,2020-05-08,2020-03-03,"[45, 63]","[8, 14, 21, 35, 40, 84, 99]","['2020-07-14', '2020-08-07']","['2020-03-13', '2020-03-23', '2020-04-01', '2020-04-23', '2020-05-04', '2020-07-07', '2020-07-28']","[2.65, 0.5, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.2285714285714286, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0]",27,26,2020-08-13,67,111,7.738885077580175e-05,0.032000001519918435,F
2124,8296.HK,2020-05-06,2020-04-29,"[12, 24, 42, 65]","[10, 20, 36, 42, 55]","['2020-05-22', '2020-06-09', '2020-07-07', '2020-08-07']","['2020-05-15', '2020-05-29', '2020-06-22', '2020-07-02', '2020-07-21']","[2.3499999999999996, 1.0, 0.75, 0.25, 0.25, 0.25, 0.5, 0.0]","[1.76, 0.8, 0.4, 0.6, 0.2, 0.0, 0.2, 0.2]",24,42,2020-08-13,69,72,0.0002614782238246834,0.13500000536441806,F
2125,8297.HK,2020-05-19,2020-06-19,"[16, 42]",[21],"['2020-06-10', '2020-07-20']",['2020-07-22'],"[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",22,28,2020-08-13,60,37,0.0011675299917216248,0.2899999916553497,F
2126,8299.HK,2020-06-01,2020-03-03,"[4, 12, 24, 41]","[12, 18, 24, 28, 43, 66, 72, 81]","['2020-06-05', '2020-06-17', '2020-07-07', '2020-07-30']","['2020-03-19', '2020-03-27', '2020-04-06', '2020-04-14', '2020-05-07', '2020-06-09', '2020-06-17', '2020-07-02']","[1.375, 1.0, 0.5, 0.0, 0.0, 0.25, 0.5, 0.0]","[1.775, 0.875, 0.75, 0.0, 0.125, 0.25, 0.375, 0.0]",25,33,2020-08-13,51,111,0.00015352975414777883,0.026000000536441803,F
2127,8300.HK,2020-07-06,2020-05-07,[21],"[28, 42]",['2020-08-04'],"['2020-06-16', '2020-07-08']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",22,14,2020-08-13,28,68,0.00040905764341000566,0.029999999329447743,F
2128,8305.HK,2020-01-14,2020-07-03,"[22, 60, 86, 133]","[7, 21]","['2020-02-17', '2020-04-09', '2020-05-21', '2020-07-29']","['2020-07-14', '2020-08-03']","[1.375, 0.75, 0.25, 0.25, 0.25, 0.0, 0.25, 0.0]","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",26,34,2020-08-13,144,29,0.00019123799183957225,0.0430000014603138,F
2129,8307.HK,2020-05-25,2020-05-25,"[7, 24, 39, 44]","[7, 14, 25, 39, 45]","['2020-06-03', '2020-06-29', '2020-07-21', '2020-07-28']","['2020-06-03', '2020-06-12', '2020-06-30', '2020-07-21', '2020-07-29']","[1.575, 0.75, 0.5, 0.0, 0.25, 0.25, 0.25, 0.0]","[1.76, 1.0, 0.4, 0.4, 0.4, 0.0, 0.0, 0.0]",19,31,2020-08-13,56,56,0.0007567677422461856,0.16300000250339508,F
2131,8311.HK,2019-05-16,2019-07-29,"[24, 42, 48, 75, 89]","[5, 12, 23, 28, 39]","['2019-06-20', '2019-07-17', '2019-07-25', '2019-09-02', '2019-09-20']","['2019-08-05', '2019-08-14', '2019-08-29', '2019-09-05', '2019-09-20']","[2.24, 0.6, 0.8, 0.2, 0.2, 0.4, 0.4, 0.2]","[1.52, 1.0, 0.4, 0.2, 0.2, 0.0, 0.2, 0.2]",13,11,2020-08-12,309,259,9.902924852081469e-10,0.20999999344348907,F
2132,8313.HK,2020-03-02,2020-03-05,"[48, 64, 74, 78, 105]","[13, 24, 98, 105]","['2020-05-13', '2020-06-04', '2020-06-18', '2020-06-24', '2020-08-04']","['2020-03-24', '2020-04-08', '2020-07-29', '2020-08-07']","[1.66, 0.4, 0.6, 0.2, 0.2, 0.4, 0.2, 0.0]","[2.325, 0.5, 0.5, 0.25, 0.5, 0.25, 0.25, 0.25]",22,12,2020-08-13,112,109,0.0002449489088227095,0.25999999046325684,F
2133,8316.HK,2019-12-30,2020-03-31,"[30, 42, 49, 83, 108, 140, 151]","[21, 35, 47, 60, 66, 71, 79, 84]","['2020-02-13', '2020-03-02', '2020-03-11', '2020-05-04', '2020-06-08', '2020-07-24', '2020-08-10']","['2020-05-05', '2020-05-25', '2020-06-10', '2020-06-30', '2020-07-09', '2020-07-16', '2020-07-28', '2020-08-04']","[1.7999999999999998, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.42857142857142855, 0.0, 0.14285714285714285, 0.0]","[1.9, 0.625, 0.5, 0.25, 0.375, 0.0, 0.25, 0.0]",14,25,2020-08-13,154,91,0.00031881171001870893,0.0560000017285347,F
2134,8317.HK,2019-06-06,2020-06-01,"[112, 126, 220, 291]","[36, 45]","['2019-11-15', '2019-12-05', '2020-04-24', '2020-08-07']","['2020-07-23', '2020-08-05']","[1.8499999999999999, 0.0, 0.5, 0.25, 0.5, 0.25, 0.0, 0.0]","[2.25, 1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.0]",8,17,2020-08-13,295,51,0.0020884931498372926,0.4650000035762787,F
2135,8319.HK,2020-01-20,2020-06-19,"[14, 39, 50, 72, 77, 84, 105, 109, 123, 128, 136]","[7, 18, 27]","['2020-02-11', '2020-03-17', '2020-04-01', '2020-05-07', '2020-05-14', '2020-05-25', '2020-06-23', '2020-06-30', '2020-07-21', '2020-07-28', '2020-08-07']","['2020-07-02', '2020-07-17', '2020-07-30']","[1.6636363636363636, 0.0, 0.45454545454545453, 0.18181818181818182, 0.36363636363636365, 0.2727272727272727, 0.18181818181818182, 0.0]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",27,37,2020-08-13,140,37,0.0002851260719737508,0.10300000011920928,F
2136,8320.HK,2020-02-07,2020-03-24,"[32, 70, 91, 103, 111, 120]","[9, 14, 24, 41, 78]","['2020-03-24', '2020-05-21', '2020-06-19', '2020-07-09', '2020-07-21', '2020-08-03']","['2020-04-06', '2020-04-15', '2020-04-29', '2020-05-26', '2020-07-20']","[1.6666666666666667, 0.5, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0]","[1.54, 0.8, 0.6, 0.0, 0.2, 0.2, 0.2, 0.0]",19,28,2020-08-13,128,96,0.00044591005311264237,0.032999999821186066,F
2137,8321.HK,2020-04-01,2020-03-12,"[8, 19, 60, 71, 84]","[15, 42, 47, 56, 73, 81]","['2020-04-15', '2020-05-04', '2020-07-02', '2020-07-17', '2020-08-05']","['2020-04-02', '2020-05-15', '2020-05-22', '2020-06-04', '2020-06-30', '2020-07-13']","[1.6400000000000001, 0.8, 0.4, 0.2, 0.2, 0.2, 0.4, 0.0]","[1.5666666666666667, 0.6666666666666666, 0.5, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0]",33,41,2020-08-13,90,104,0.001287024068029942,0.1899999976158142,F
2138,8325.HK,2020-07-16,2020-03-17,[15],"[14, 20, 28, 35, 55, 87]",['2020-08-06'],"['2020-04-06', '2020-04-16', '2020-04-28', '2020-05-11', '2020-06-08', '2020-07-24']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.7666666666666666, 0.6666666666666666, 0.16666666666666666, 0.5, 0.5, 0.0, 0.0, 0.16666666666666666]",27,36,2020-08-13,20,101,0.0014152357848851358,0.2899999916553497,F
2139,8326.HK,2020-03-31,2020-07-08,"[5, 20, 35, 49, 57, 76]","[15, 21]","['2020-04-07', '2020-05-04', '2020-05-25', '2020-06-12', '2020-06-24', '2020-07-23']","['2020-07-29', '2020-08-06']","[1.4666666666666666, 0.8333333333333334, 0.16666666666666666, 0.5, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666]","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]",34,34,2020-08-13,91,26,0.000873482910709487,0.15000000596046448,F
2141,8329.HK,2020-06-30,2020-05-26,"[14, 21]","[15, 21, 28, 50]","['2020-07-21', '2020-07-30']","['2020-06-16', '2020-06-24', '2020-07-07', '2020-08-06']","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",27,38,2020-08-13,31,55,0.0004570813772086504,0.2440000027418137,F
2142,8331.HK,2020-06-03,2020-05-22,"[9, 21, 32]","[7, 17, 28, 48]","['2020-06-16', '2020-07-06', '2020-07-21']","['2020-06-02', '2020-06-16', '2020-07-03', '2020-07-31']","[1.7666666666666666, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]","[1.825, 1.0, 0.25, 0.0, 0.5, 0.25, 0.25, 0.0]",26,34,2020-08-13,49,57,0.0010758365410680688,0.13500000536441806,F
2143,8337.HK,2020-07-15,2020-07-15,[14],[14],['2020-08-04'],['2020-08-04'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",23,35,2020-08-13,21,21,0.00010738268467888936,0.019999999552965164,F
2144,8340.HK,2020-06-09,2020-05-22,"[7, 12]","[7, 12, 19, 29, 39]","['2020-06-18', '2020-06-26']","['2020-06-02', '2020-06-09', '2020-06-18', '2020-07-06', '2020-07-20']","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]","[1.28, 1.0, 0.4, 0.0, 0.2, 0.0, 0.2, 0.0]",17,30,2020-08-13,45,57,0.00014290156081564148,0.039000000804662704,F
2145,8341.HK,2020-05-26,2020-06-12,"[10, 14, 48]","[30, 36]","['2020-06-09', '2020-06-15', '2020-08-04']","['2020-07-28', '2020-08-05']","[1.9333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[2.25, 1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.0]",21,16,2020-08-13,55,42,0.0004625322477262287,0.10300000011920928,F
2146,8346.HK,2020-06-17,2019-11-25,[12],"[10, 19, 27, 63, 74, 127, 161, 165]",['2020-07-07'],"['2019-12-09', '2019-12-20', '2020-01-06', '2020-02-27', '2020-03-13', '2020-06-02', '2020-07-22', '2020-07-28']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.2249999999999999, 0.5, 0.375, 0.25, 0.25, 0.0, 0.0, 0.0]",12,26,2020-08-13,39,177,0.00012806356212093577,0.05799999833106995,F
