ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
0001.HK,2020-07-15,2020-05-29,[14],"[20, 28, 39, 48]",['2020-08-04'],"['2020-06-29', '2020-07-10', '2020-07-27', '2020-08-07']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.25, 0.25, 0.25, 0.25, 0.0]",32,26,2020-08-13,21,52,0.032019087188568635,52.29999923706055,F
0002.HK,2020-06-03,2020-04-22,"[5, 12, 21, 43]","[15, 21, 25, 30, 36, 47, 63]","['2020-06-10', '2020-06-19', '2020-07-06', '2020-08-05']","['2020-05-15', '2020-05-25', '2020-05-29', '2020-06-05', '2020-06-15', '2020-07-02', '2020-07-24']","[1.85, 1.0, 0.5, 0.25, 0.25, 0.0, 0.25, 0.25]","[2.0428571428571427, 0.8571428571428571, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0]",37,33,2020-08-13,49,77,0.024592146596212627,75.4000015258789,F
0003.HK,2020-03-18,2020-05-28,"[18, 28, 34, 40, 72, 90]","[21, 35, 41]","['2020-04-15', '2020-04-29', '2020-05-11', '2020-05-19', '2020-07-06', '2020-07-30']","['2020-06-29', '2020-07-20', '2020-07-28']","[1.7166666666666668, 1.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]","[2.1666666666666665, 1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]",34,27,2020-08-13,100,53,0.005332704606633142,11.279999732971193,F
0004.HK,2020-04-29,2020-05-25,"[6, 12, 28, 38, 56, 65]","[4, 14, 25, 35, 43, 48]","['2020-05-11', '2020-05-19', '2020-06-10', '2020-06-24', '2020-07-22', '2020-08-04']","['2020-05-29', '2020-06-12', '2020-06-30', '2020-07-15', '2020-07-27', '2020-08-03']","[1.5666666666666669, 0.8333333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]","[1.5166666666666666, 1.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]",31,36,2020-08-13,72,56,0.017157544369112102,14.300000190734865,F
0005.HK,2020-06-24,2020-04-22,"[7, 24]","[7, 16, 21, 36, 45, 53, 59, 65, 70]","['2020-07-07', '2020-07-30']","['2020-05-05', '2020-05-18', '2020-05-25', '2020-06-15', '2020-06-29', '2020-07-10', '2020-07-20', '2020-07-28', '2020-08-04']","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]","[1.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.0]",33,35,2020-08-13,34,77,0.02716946867598638,35.400001525878906,F
0006.HK,2020-07-07,2020-04-22,"[6, 21]","[9, 25, 36, 46, 63, 72]","['2020-07-15', '2020-08-05']","['2020-05-07', '2020-05-29', '2020-06-15', '2020-06-30', '2020-07-24', '2020-08-06']","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.7999999999999998, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0]",28,31,2020-08-13,27,77,0.01974141453646345,43.79999923706055,F
0007.HK,2020-06-17,2020-06-12,"[5, 12, 28]",[21],"['2020-06-24', '2020-07-07', '2020-07-29']",['2020-07-15'],"[2.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",23,23,2020-08-13,39,42,0.0013247591060835534,0.6800000071525574,F
0008.HK,2020-07-22,2020-05-15,[12],"[5, 30, 48]",['2020-08-07'],"['2020-05-22', '2020-06-29', '2020-07-24']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.0666666666666664, 1.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",29,20,2020-08-13,16,62,0.0039979818492616795,4.889999866485597,F
0009.HK,2020-05-14,2020-07-08,"[24, 30, 60]","[7, 15]","['2020-06-17', '2020-06-26', '2020-08-10']","['2020-07-17', '2020-07-29']","[2.6333333333333333, 1.0, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",31,35,2020-08-13,63,26,0.0003094879871516507,0.06700000166893005,F
0010.HK,2020-05-19,2020-07-29,"[14, 35, 46, 51]",[7],"['2020-06-08', '2020-07-09', '2020-07-24', '2020-07-31']",['2020-08-07'],"[1.675, 1.0, 0.25, 0.25, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",32,32,2020-08-13,60,11,0.00858968083577442,18.84000015258789,F
0011.HK,2020-06-19,2020-07-14,"[10, 21, 27]","[9, 15]","['2020-07-07', '2020-07-22', '2020-07-30']","['2020-07-27', '2020-08-04']","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",36,34,2020-08-13,37,22,0.08805202968087215,124.6999969482422,F
0012.HK,2020-06-09,2020-04-22,"[8, 18, 24, 35]","[7, 21, 35, 45, 69, 74]","['2020-06-19', '2020-07-07', '2020-07-15', '2020-07-30']","['2020-05-05', '2020-05-25', '2020-06-12', '2020-06-29', '2020-08-03', '2020-08-10']","[1.875, 1.0, 0.5, 0.25, 0.25, 0.5, 0.25, 0.0]","[1.9666666666666666, 0.6666666666666666, 0.5, 0.3333333333333333, 0.5, 0.0, 0.0, 0.0]",35,27,2020-08-13,45,77,0.01363511898671593,30.25,F
0014.HK,2020-04-29,2020-05-25,"[6, 35, 45, 65]","[14, 25, 45]","['2020-05-11', '2020-06-19', '2020-07-07', '2020-08-04']","['2020-06-12', '2020-06-30', '2020-07-29']","[1.825, 1.0, 0.5, 0.75, 0.25, 0.0, 0.0, 0.0]","[1.7333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]",32,31,2020-08-13,72,56,0.01986766324034572,24.60000038146973,F
0015.HK,2020-03-17,2020-04-21,"[5, 24, 53, 67, 72]","[16, 24, 28]","['2020-03-24', '2020-04-22', '2020-06-04', '2020-06-24', '2020-07-03']","['2020-05-15', '2020-05-27', '2020-06-02']","[1.44, 1.0, 0.4, 0.2, 0.0, 0.4, 0.4, 0.2]","[1.7999999999999998, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0]",27,31,2020-08-13,101,78,0.0009801503099365434,0.8299999833106995,F
0016.HK,2020-04-29,2020-06-29,"[12, 28, 35, 44, 67]","[18, 28]","['2020-05-19', '2020-06-10', '2020-06-19', '2020-07-06', '2020-08-06']","['2020-07-24', '2020-08-07']","[1.54, 0.8, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",31,33,2020-08-13,72,32,0.04511635171263165,100.0,F
0017.HK,2020-06-10,2019-12-27,"[9, 28]","[7, 24, 42, 56, 63, 74, 78, 99, 124, 143, 151]","['2020-06-23', '2020-07-22']","['2020-01-08', '2020-02-04', '2020-02-28', '2020-03-19', '2020-03-30', '2020-04-16', '2020-04-22', '2020-05-25', '2020-06-30', '2020-07-28', '2020-08-07']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.418181818181818, 0.0, 0.45454545454545453, 0.0, 0.36363636363636365, 0.18181818181818182, 0.09090909090909091, 0.0]",30,30,2020-08-13,44,155,0.037313692030148136,40.099998474121094,F
0018.HK,2020-06-09,2020-07-29,"[7, 14, 18, 22, 27, 33]",[7],"['2020-06-18', '2020-06-30', '2020-07-07', '2020-07-13', '2020-07-20', '2020-07-28']",['2020-08-07'],"[1.4666666666666668, 1.0, 0.5, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",18,20,2020-08-13,45,11,0.001560790140342286,0.4449999928474426,F
0019.HK,2020-04-06,2020-06-29,"[8, 15, 21, 27, 43, 60, 77, 82]","[18, 24, 29]","['2020-04-20', '2020-04-29', '2020-05-11', '2020-05-19', '2020-06-10', '2020-07-07', '2020-07-30', '2020-08-06']","['2020-07-24', '2020-08-03', '2020-08-10']","[1.6125, 0.875, 0.5, 0.25, 0.25, 0.125, 0.125, 0.0]","[1.4333333333333333, 1.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]",39,38,2020-08-13,87,32,0.026397767125474196,42.150001525878906,F
0020.HK,2020-05-19,2019-05-14,"[15, 21]","[14, 21, 29, 42, 58, 72, 77, 84, 112, 128, 133, 140, 147, 169, 180, 194, 215, 220, 242, 249, 256, 260, 265]","['2020-06-09', '2020-06-17']","['2019-06-03', '2019-06-13', '2019-06-25', '2019-07-15', '2019-08-06', '2019-08-26', '2019-09-02', '2019-09-11', '2019-10-23', '2019-11-14', '2019-11-21', '2019-12-02', '2019-12-11', '2020-01-15', '2020-02-03', '2020-02-21', '2020-03-23', '2020-03-30', '2020-05-05', '2020-05-14', '2020-05-25', '2020-05-29', '2020-06-05']","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.5217391304347825, 0.043478260869565216, 0.30434782608695654, 0.2608695652173913, 0.391304347826087, 0.17391304347826086, 0.13043478260869565, 0.0]",31,30,2020-07-24,46,298,0.07256198076020721,61.29999923706055,F
0021.HK,2019-08-09,2020-04-03,"[6, 27, 33, 39, 48, 56, 84, 113, 130, 140, 192, 229, 239]","[18, 28, 35, 44, 48, 55, 63, 77, 82]","['2019-08-19', '2019-09-17', '2019-09-25', '2019-10-04', '2019-10-18', '2019-10-30', '2019-12-09', '2020-01-22', '2020-02-18', '2020-03-03', '2020-05-20', '2020-07-14', '2020-07-28']","['2020-05-05', '2020-05-19', '2020-05-28', '2020-06-10', '2020-06-16', '2020-06-26', '2020-07-09', '2020-07-29', '2020-08-05']","[1.5153846153846156, 0.0, 0.5384615384615384, 0.15384615384615385, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.0]","[1.6444444444444444, 0.0, 0.3333333333333333, 0.2222222222222222, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",28,45,2020-08-13,251,88,0.00023308344188271147,0.09300000220537186,F
0022.HK,2020-06-01,2020-07-09,"[20, 42]",[15],"['2020-06-30', '2020-07-31']",['2020-07-30'],"[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",11,24,2020-08-13,51,25,0.0002440007465036973,0.1169999986886978,F
0023.HK,2020-05-12,2020-06-17,"[21, 28, 35, 48, 57]","[6, 15, 19, 28, 36]","['2020-06-10', '2020-06-19', '2020-07-02', '2020-07-21', '2020-08-03']","['2020-06-26', '2020-07-10', '2020-07-16', '2020-07-29', '2020-08-10']","[2.52, 1.0, 0.6, 0.2, 0.6, 0.2, 0.2, 0.0]","[1.66, 1.0, 0.6, 0.2, 0.2, 0.0, 0.2, 0.0]",33,34,2020-08-13,65,39,0.013282987235943464,17.780000686645508,F
0024.HK,2019-03-15,2019-08-07,"[7, 24, 35, 41, 45, 51, 62, 73]",[7],"['2019-03-26', '2019-04-23', '2019-05-09', '2019-05-20', '2019-05-24', '2019-06-03', '2019-06-19', '2019-07-05']",['2019-08-16'],"[1.4375, 0.75, 0.375, 0.25, 0.25, 0.125, 0.125, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",14,10,2020-08-12,348,252,1.340320212062667e-10,0.07100000232458115,F
0025.HK,2020-06-11,2020-01-31,"[7, 21, 38]","[5, 21, 72, 80, 114]","['2020-06-22', '2020-07-14', '2020-08-06']","['2020-02-07', '2020-03-02', '2020-05-18', '2020-05-28', '2020-07-17']","[1.9333333333333331, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]","[2.02, 1.0, 0.6, 0.4, 0.2, 0.4, 0.2, 0.2]",33,34,2020-08-13,43,133,0.00490097682540816,9.68000030517578,F
0026.HK,2020-06-23,2020-06-22,"[7, 13, 30]","[7, 15, 24, 33]","['2020-07-06', '2020-07-14', '2020-08-06']","['2020-07-03', '2020-07-15', '2020-07-28', '2020-08-10']","[1.6666666666666667, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.0999999999999996, 1.0, 0.75, 0.25, 0.25, 0.25, 0.25, 0.0]",30,34,2020-08-13,35,36,0.06307114860419524,94.1500015258789,F
0027.HK,2020-06-19,2020-06-15,"[9, 15]","[9, 18, 28]","['2020-07-06', '2020-07-14']","['2020-06-29', '2020-07-13', '2020-07-27']","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",35,34,2020-08-13,37,41,0.05350532810106057,59.25,F
0028.HK,2020-06-09,2020-04-08,"[7, 27]","[11, 30, 49, 54, 60, 70, 75]","['2020-06-18', '2020-07-20']","['2020-04-27', '2020-05-26', '2020-06-22', '2020-06-30', '2020-07-09', '2020-07-23', '2020-07-30']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.9142857142857141, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0]",33,38,2020-08-13,45,85,0.0038611807515802564,4.230000019073486,F
0029.HK,2020-07-06,2020-07-10,"[12, 21]","[7, 12, 18]","['2020-07-22', '2020-08-04']","['2020-07-21', '2020-07-28', '2020-08-05']","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]","[1.9999999999999998, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",37,40,2020-08-13,28,24,0.011313014720314795,11.84000015258789,F
0030.HK,2020-03-27,2020-04-01,"[37, 49, 66, 84, 89]","[7, 12, 24, 33, 44, 56, 69, 85]","['2020-05-25', '2020-06-10', '2020-07-07', '2020-07-31', '2020-08-07']","['2020-04-14', '2020-04-21', '2020-05-11', '2020-05-22', '2020-06-08', '2020-06-24', '2020-07-15', '2020-08-06']","[1.58, 0.0, 0.4, 0.0, 0.4, 0.0, 0.2, 0.2]","[1.6375, 0.625, 0.5, 0.125, 0.25, 0.25, 0.25, 0.0]",20,32,2020-08-13,93,90,0.0006991496844533817,0.2409999966621399,F
0031.HK,2019-02-14,2019-08-09,"[12, 41, 84, 93, 139, 144, 154, 158, 180, 212, 248, 261, 287, 304, 315, 325, 330, 345, 356]","[14, 96, 119, 159, 195, 209, 214, 220, 231]","['2019-03-04', '2019-04-15', '2019-06-20', '2019-07-04', '2019-09-06', '2019-09-13', '2019-09-27', '2019-10-04', '2019-11-06', '2019-12-20', '2020-02-17', '2020-03-05', '2020-04-14', '2020-05-11', '2020-05-26', '2020-06-09', '2020-06-16', '2020-07-09', '2020-07-24']","['2019-08-29', '2019-12-27', '2020-02-03', '2020-03-30', '2020-05-25', '2020-06-12', '2020-06-19', '2020-06-30', '2020-07-16']","[1.4315789473684208, 0.0, 0.47368421052631576, 0.2631578947368421, 0.21052631578947367, 0.15789473684210525, 0.21052631578947367, 0.0]","[1.5000000000000002, 0.0, 0.4444444444444444, 0.2222222222222222, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.0]",22,13,2020-08-13,370,251,0.0007295342385866148,0.4900000095367432,F
0032.HK,2020-06-08,2020-07-22,[30],[12],['2020-07-22'],['2020-08-07'],"[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",29,28,2020-08-13,46,16,0.0062006029423575795,10.779999732971193,F
0033.HK,2020-07-10,2020-03-04,[7],"[15, 24, 33, 48, 65, 74, 90]",['2020-07-21'],"['2020-03-25', '2020-04-07', '2020-04-22', '2020-05-15', '2020-06-09', '2020-06-22', '2020-07-16']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.6999999999999997, 0.8571428571428571, 0.7142857142857143, 0.42857142857142855, 0.0, 0.2857142857142857, 0.2857142857142857, 0.0]",28,26,2020-08-12,23,109,0.0006483132234954446,0.09300000220537186,F
0034.HK,2019-09-11,2020-07-20,"[14, 26, 48, 84, 105, 120, 133, 146, 162, 191, 200, 220]","[6, 15]","['2019-10-02', '2019-10-21', '2019-11-20', '2020-01-14', '2020-02-14', '2020-03-06', '2020-03-25', '2020-04-15', '2020-05-11', '2020-06-19', '2020-07-06', '2020-08-03']","['2020-07-28', '2020-08-10']","[1.7249999999999999, 0.0, 0.4166666666666667, 0.3333333333333333, 0.3333333333333333, 0.25, 0.25, 0.0]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",20,22,2020-08-13,228,18,0.002651955678844299,8.270000457763674,F
0035.HK,2020-03-27,2020-05-14,"[22, 33, 46, 60, 66, 77]","[12, 21, 27, 44]","['2020-05-04', '2020-05-19', '2020-06-05', '2020-06-26', '2020-07-07', '2020-07-22']","['2020-06-01', '2020-06-12', '2020-06-22', '2020-07-17']","[1.3833333333333333, 0.8333333333333334, 0.5, 0.16666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0]","[1.7999999999999998, 0.75, 0.75, 0.0, 0.25, 0.0, 0.25, 0.0]",29,29,2020-08-13,93,63,0.0019107677661479238,2.4800000190734863,F
0036.HK,2020-07-23,2020-06-29,[6],"[21, 28]",['2020-07-31'],"['2020-07-29', '2020-08-07']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",26,43,2020-08-13,15,32,0.0005857379918552331,0.14800000190734866,F
0037.HK,2020-04-08,2020-07-03,"[23, 35, 45, 51, 63, 68, 81]","[17, 21]","['2020-05-15', '2020-06-02', '2020-06-16', '2020-06-24', '2020-07-14', '2020-07-21', '2020-08-07']","['2020-07-28', '2020-08-03']","[1.6285714285714283, 0.8571428571428571, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",22,34,2020-08-13,85,29,0.0003315497888174847,0.1169999986886978,F
0038.HK,2019-11-27,2020-02-25,"[7, 24, 61, 65, 84, 90, 101, 115, 154, 167]","[4, 17, 28, 45, 60, 75, 84, 97, 107]","['2019-12-06', '2020-01-03', '2020-02-27', '2020-03-04', '2020-03-31', '2020-04-08', '2020-04-27', '2020-05-19', '2020-07-15', '2020-08-03']","['2020-03-02', '2020-03-19', '2020-04-03', '2020-05-04', '2020-05-25', '2020-06-15', '2020-06-29', '2020-07-17', '2020-07-31']","[1.4, 0.0, 0.3, 0.3, 0.3, 0.1, 0.2, 0.0]","[1.4333333333333331, 0.0, 0.4444444444444444, 0.3333333333333333, 0.2222222222222222, 0.0, 0.2222222222222222, 0.0]",25,29,2020-08-13,175,116,0.007505013898596763,3.0999999046325684,F
0039.HK,2020-05-11,2020-05-28,"[15, 41, 45, 56, 60]","[8, 35, 45]","['2020-06-01', '2020-07-09', '2020-07-15', '2020-07-30', '2020-08-05']","['2020-06-09', '2020-07-20', '2020-08-03']","[1.9600000000000002, 0.8, 0.6, 0.6, 0.2, 0.2, 0.2, 0.0]","[1.8333333333333335, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]",38,34,2020-08-13,66,53,0.00019353786870636642,0.07199999690055847,F
0040.HK,2019-12-27,2020-01-20,"[9, 28, 32, 75, 91, 101, 130]","[5, 37, 69, 84, 110, 121, 132]","['2020-01-10', '2020-02-10', '2020-02-14', '2020-04-17', '2020-05-13', '2020-05-27', '2020-07-09']","['2020-01-29', '2020-03-13', '2020-05-04', '2020-05-25', '2020-07-02', '2020-07-17', '2020-08-03']","[1.3, 0.7142857142857143, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.0, 0.0]","[1.414285714285714, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.0, 0.2857142857142857, 0.14285714285714285]",27,22,2020-08-13,155,140,0.0009494471851720721,0.5799999833106995,F
0041.HK,2020-07-24,2020-04-22,[7],"[15, 35, 42, 66, 72]",['2020-08-04'],"['2020-05-15', '2020-06-12', '2020-06-23', '2020-07-29', '2020-08-06']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4600000000000004, 0.8, 0.8, 0.4, 0.4, 0.2, 0.2, 0.0]",29,33,2020-08-13,14,77,0.008901366789801737,18.13999938964844,F
0042.HK,2020-07-09,2020-05-18,[7],[42],['2020-07-20'],['2020-07-17'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",20,16,2020-08-13,25,61,0.0006426840733418847,0.4399999976158142,F
0043.HK,2020-06-10,2020-05-25,"[28, 35]",[15],"['2020-07-22', '2020-07-31']",['2020-06-15'],"[2.55, 1.0, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",10,13,2020-08-13,44,56,0.0006541092914678629,0.8000000119209291,F
0045.HK,2020-03-27,2020-06-29,"[11, 21, 28, 35, 50, 63, 84, 88]",[14],"['2020-04-15', '2020-04-29', '2020-05-12', '2020-05-21', '2020-06-11', '2020-07-02', '2020-07-31', '2020-08-06']",['2020-07-20'],"[2.1625, 0.625, 0.375, 0.25, 0.625, 0.125, 0.125, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",39,28,2020-08-13,93,32,0.005601119086336246,6.539999961853027,F
0046.HK,2020-06-19,2020-05-18,"[12, 21, 32]","[5, 13, 30, 35]","['2020-07-09', '2020-07-22', '2020-08-06']","['2020-05-25', '2020-06-04', '2020-06-30', '2020-07-08']","[2.1, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.775, 1.0, 0.25, 0.75, 0.25, 0.0, 0.0, 0.5]",33,27,2020-08-13,37,61,0.002668195201937308,2.2100000381469727,F
0047.HK,2019-08-20,2020-05-25,"[5, 9, 24, 35, 40, 51, 63, 67, 87, 91, 97, 114, 132, 153, 168, 175, 189, 194, 210, 217, 221, 227]","[24, 42, 52]","['2019-08-27', '2019-09-02', '2019-09-23', '2019-10-10', '2019-10-17', '2019-11-01', '2019-11-19', '2019-11-25', '2019-12-23', '2019-12-31', '2020-01-09', '2020-02-05', '2020-03-02', '2020-03-31', '2020-04-23', '2020-05-06', '2020-05-26', '2020-06-02', '2020-06-24', '2020-07-07', '2020-07-13', '2020-07-21']","['2020-06-29', '2020-07-24', '2020-08-07']","[1.7045454545454544, 0.09090909090909091, 0.5, 0.22727272727272727, 0.36363636363636365, 0.13636363636363635, 0.13636363636363635, 0.045454545454545456]","[2.033333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",34,29,2020-08-13,244,56,9.57443541660764e-05,0.059999998658895486,F
0048.HK,2020-07-03,2020-02-12,[24],"[7, 25, 33, 49, 63, 80, 85, 111]",['2020-08-06'],"['2020-02-21', '2020-03-18', '2020-03-30', '2020-04-23', '2020-05-15', '2020-06-09', '2020-06-16', '2020-07-24']","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.625, 0.625, 0.375, 0.375, 0.375, 0.125, 0.0, 0.0]",33,32,2020-08-13,29,125,0.00026290672136227003,0.06599999964237213,F
0050.HK,2019-07-08,2020-04-06,"[7, 30, 54, 58, 75, 84, 94, 109, 155, 161, 185, 195, 202, 225, 233, 238, 248, 252, 256, 272]","[10, 24, 35, 56, 65, 69, 78]","['2019-07-17', '2019-08-19', '2019-09-20', '2019-09-26', '2019-10-23', '2019-11-05', '2019-11-19', '2019-12-10', '2020-02-19', '2020-02-27', '2020-04-01', '2020-04-17', '2020-04-28', '2020-06-02', '2020-06-12', '2020-06-19', '2020-07-07', '2020-07-13', '2020-07-17', '2020-08-10']","['2020-04-22', '2020-05-14', '2020-05-29', '2020-06-30', '2020-07-14', '2020-07-20', '2020-07-31']","[1.3299999999999998, 0.15, 0.35, 0.3, 0.25, 0.15, 0.1, 0.05]","[1.7285714285714284, 0.5714285714285714, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.0]",32,35,2020-08-13,275,87,0.0028065364796765096,6.039999961853027,F
0051.HK,2020-06-22,2020-04-24,"[9, 28]","[18, 24, 28, 38, 47, 64, 72]","['2020-07-07', '2020-08-03']","['2020-05-22', '2020-06-01', '2020-06-05', '2020-06-19', '2020-07-06', '2020-07-29', '2020-08-10']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.4142857142857141, 1.0, 0.42857142857142855, 0.0, 0.14285714285714285, 0.42857142857142855, 0.2857142857142857, 0.0]",24,31,2020-08-13,36,75,0.007510686230812816,7.679999828338622,F
0052.HK,2020-05-06,2020-04-27,"[24, 33, 42, 52]","[21, 32, 42, 61]","['2020-06-09', '2020-06-22', '2020-07-07', '2020-07-21']","['2020-05-28', '2020-06-12', '2020-06-29', '2020-07-27']","[1.8749999999999998, 0.75, 0.75, 0.0, 0.25, 0.25, 0.25, 0.0]","[1.875, 1.0, 0.5, 0.0, 0.5, 0.25, 0.0, 0.0]",27,25,2020-08-13,69,74,0.009344331205383015,18.31999969482422,F
0053.HK,2020-05-20,2020-02-13,"[21, 48]","[28, 36, 50, 60, 70, 87, 104, 113]","['2020-06-18', '2020-07-29']","['2020-03-24', '2020-04-03', '2020-04-27', '2020-05-13', '2020-05-27', '2020-06-19', '2020-07-16', '2020-07-29']","[3.05, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.0]","[1.6, 0.5, 0.375, 0.375, 0.25, 0.125, 0.25, 0.0]",23,33,2020-08-13,59,124,0.05989152116064145,107.0,F
0055.HK,2020-05-04,2020-06-26,"[10, 27, 35, 54]","[21, 30]","['2020-05-18', '2020-06-10', '2020-06-22', '2020-07-21']","['2020-07-28', '2020-08-10']","[1.65, 1.0, 0.5, 0.5, 0.25, 0.0, 0.0, 0.0]","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]",24,36,2020-08-13,71,33,0.0007833078858367291,0.2949999868869781,F
