Date,Open,High,Low,Close,Adj Close,Volume,ATR,ATR_2
2019-01-02,0.11800000071525574,0.11800000071525574,0.11800000071525574,0.11800000071525574,0.11800000071525574,0,0.0,0.0
2019-01-03,0.11299999803304672,0.11400000005960464,0.10599999874830246,0.11400000005960464,0.11400000005960464,2336000,0.0,0.0
2019-01-04,0.10899999737739563,0.11299999803304672,0.10000000149011612,0.10199999809265137,0.10199999809265137,5608000,0.0,0.0
2019-01-07,0.10000000149011612,0.10100000351667404,0.0989999994635582,0.0989999994635582,0.0989999994635582,4536000,0.0,0.0
2019-01-08,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,0,0.0,0.0
2019-01-09,0.10300000011920929,0.10300000011920929,0.10199999809265137,0.10199999809265137,0.10199999809265137,856000,0.0,0.0
2019-01-10,0.1080000028014183,0.1080000028014183,0.10499999672174454,0.10499999672174454,0.10499999672174454,1040000,0.0,0.0
2019-01-11,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,1016000,0.0,0.0
2019-01-14,0.10999999940395355,0.11500000208616257,0.10499999672174454,0.10999999940395355,0.10999999940395355,1021000,0.0,0.0
2019-01-15,0.12300000339746475,0.12300000339746475,0.10400000214576721,0.11800000071525574,0.11800000071525574,4082000,0.0,0.0
2019-01-16,0.125,0.125,0.11500000208616257,0.11699999868869781,0.11699999868869781,161000,0.0,0.0
2019-01-17,0.12099999934434891,0.12099999934434891,0.10999999940395355,0.11699999868869781,0.11699999868869781,5700000,0.0,0.0
2019-01-18,0.11599999666213989,0.12200000137090683,0.11299999803304672,0.11699999868869781,0.11699999868869781,1024003,0.0,0.0
2019-01-21,0.11900000274181366,0.12099999934434891,0.10999999940395355,0.11400000005960464,0.11400000005960464,3112000,0.008142857679298945,0.0005816326913784961
2019-01-22,0.12300000339746475,0.12399999797344208,0.10999999940395355,0.11400000005960464,0.11400000005960464,3549000,0.008561224885741058,0.0005699708710258973
