Date,Open,High,Low,Close,Adj Close,Volume,ATR,ATR_2
2018-12-31,24.0,24.700000762939453,23.461000442504883,23.84000015258789,21.28785514831543,10000,0.0,0.0
2019-01-02,24.079999923706055,24.079999923706055,23.666000366210938,23.950000762939453,21.38608169555664,3200,0.0,0.0
2019-01-03,24.030000686645508,24.09000015258789,23.510000228881836,23.989999771118164,21.421796798706055,7200,0.0,0.0
2019-01-04,24.100000381469727,24.100000381469727,23.81999969482422,24.059999465942383,21.484304428100586,7700,0.0,0.0
2019-01-07,23.950000762939453,24.09000015258789,23.950000762939453,23.989999771118164,21.421796798706055,6500,0.0,0.0
2019-01-08,24.049999237060547,24.110000610351562,24.020000457763672,24.049999237060547,21.475372314453125,5300,0.0,0.0
2019-01-09,24.131000518798828,24.260000228881836,24.100000381469727,24.25,21.653963088989258,10000,0.0,0.0
2019-01-10,24.1299991607666,24.239999771118164,24.100000381469727,24.239999771118164,21.645034790039062,1400,0.0,0.0
2019-01-11,24.239999771118164,24.239999771118164,24.239999771118164,24.239999771118164,21.645034790039062,100,0.0,0.0
2019-01-14,24.239999771118164,24.239999771118164,24.239999771118164,24.239999771118164,21.645034790039062,100,0.0,0.0
2019-01-15,24.100000381469727,24.149999618530273,24.049999237060547,24.149999618530273,21.564668655395508,3800,0.0,0.0
2019-01-16,24.469999313354492,24.469999313354492,24.0,24.290000915527344,21.689680099487305,900,0.0,0.0
2019-01-17,24.3700008392334,24.3700008392334,24.100000381469727,24.290000915527344,21.689680099487305,27300,0.0,0.0
2019-01-18,24.1299991607666,24.239999771118164,24.1299991607666,24.239999771118164,21.645034790039062,27300,0.3016430991036551,0.02154593565026108
2019-01-22,24.219999313354492,24.290000915527344,24.200000762939453,24.239999771118164,21.645034790039062,5400,0.2865257457811005,0.021086751198282044
2019-01-23,24.280000686645508,24.280000686645508,24.183000564575195,24.183000564575195,21.59413719177246,700,0.2729882012303299,0.02054752215203123
2019-01-24,24.356000900268555,24.356000900268555,24.350000381469727,24.350000381469727,21.74325942993164,700,0.265846210834832,0.019589984169421707
2019-01-25,24.41900062561035,24.600000381469727,24.41900062561035,24.479999542236328,21.859342575073242,1400,0.264714338632344,0.018271547600355015
2019-01-28,24.399999618530273,24.520000457763672,24.399999618530273,24.420000076293945,21.80576515197754,1600,0.2543776601038479,0.01770477123807938
2019-01-29,24.6299991607666,24.6299991607666,24.309999465942383,24.343000411987305,21.73700714111328,13700,0.25906494829816007,0.01677495102066744
2019-01-30,24.450000762939453,24.450000762939453,24.25,24.350000381469727,21.74325942993164,14400,0.25484607791539526,0.01587808811796011
2019-01-31,24.350000381469727,24.6299991607666,24.25,24.6299991607666,21.9932804107666,30300,0.26378558383333855,0.015382475103673193
2019-02-01,24.399999618530273,24.399999618530273,24.360000610351562,24.395999908447266,21.784334182739258,13000,0.2642293671606029,0.014315425691072562
2019-02-04,24.399999618530273,24.399999618530273,24.375,24.399999618530273,21.78790855407715,5300,0.24714152797272224,0.014513455226558855
2019-02-05,24.399999618530273,24.420000076293945,24.371000289916992,24.389999389648438,21.778974533081055,21400,0.2329885464301673,0.01448770710627286
2019-02-06,24.399999618530273,24.719999313354492,24.3799991607666,24.719999313354492,22.07364845275879,33300,0.24063223258429042,0.013998848466833592
2019-02-07,24.600000381469727,24.65999984741211,24.549999237060547,24.600000381469727,21.96649742126465,34300,0.2355870785635515,0.013359298863541117
2019-02-08,24.458999633789062,24.68000030517578,24.389999389648438,24.68000030517578,22.037931442260742,12000,0.23947378120382237,0.012682684847593243
2019-02-11,24.649999618530273,24.739999771118164,24.569000244140625,24.739999771118164,22.091508865356445,10000,0.23458276304480213,0.012126137226980886
2019-02-12,24.729999542236328,24.729999542236328,24.6200008392334,24.670000076293945,22.029001235961914,1800,0.22639820367622812,0.011844595951380394
